,fluxes
R00084,0.0
R00082,0.0
R00078,0.0
R00066,3.2816851711076075e-05
R00036,0.0
R00028,-0.0004963789254842288
R00026,0.0
R00022,0.0
R00014,0.0
R00006,0.044971089038402974
R00004,0.15990428041385385
R_formylTHMPT_formate,0.0
NADH_DH_ubi,13.09844939921901
Maintenance_ATP,8.35
Cytochrome_c_oxidase,6.281168870417428
Biomass_reaction,0.06204736568552859
ATPSynth,12.964421484622973
ATPase,0.0
R08159,0.005472577653463622
R03370,0.0
R02814,0.0
R00258,0.0
R00485,0.0
R00576,0.0
R01215,0.0
R00345,0.2640990741889666
EX_Pyr,0.0
EX_Pi,-0.08903470681806985
EX_O2,-10.0
EX_nitrite,-0.5708714100220615
EX_nitrate,0.0
EX_NH3,0.0
EX_N2,0.0
EX_Lact,0.0
EX_Heme,-1.0938950570358691e-05
EX_H2O,11.648159813901021
EX_H,0.0
EX_Formate,0.0
EX_EtOH,0.0
EX_CO2,4.237946225118205
EX_CH4,-6.8462677280025215
EX_C00305,-0.0034805469781297262
EX_C00175,-4.972227696575519e-05
EX_C00076,-0.0004972227696575518
EX_C00070,-0.0004972227696575518
EX_C00023,-0.0002933599449611792
EX_Ac,0.00019855157019369151
EX_sulfate,-0.011257566026859055
EX_Suc,0.0
CCL160161_tx,0.0
CCL161140_tx,0.0
CCL161161_tx,0.0
CPC160161_tx,0.0
CPC161140_tx,0.0
CPC161161_tx,0.0
CPE160161_tx,0.0
CPE161140_tx,0.0
CPE161161_tx,0.0
CPG160161_tx,0.0
CPG161140_tx,0.0
CPG161161_tx,0.0
lipooligosaccharides_tx,0.0
lps_tx,0.0
putresine_tx,0.0
spermidine_tx,0.0
Urea_tx,0.0
Formate_tx_pc,0.0
Formate_tx_ep,0.0
Pyr_tx_pc,0.0
Pyr_tx_ep,0.0
Pi_tx_pc,-0.08903470681806985
Pi_tx_ec,-0.08903470681806985
O2_tx_pc,-3.1537322719974785
O2_tx_ep,-10.0
nitrite_pc,-0.5708714100220615
nitrite_ep,-0.5708714100220615
nitrate_pc,0.0
nitrate_ep,0.0
NH3_tx_pc,0.0
NH3_tx_ep,0.0
N2_tx_pc,0.0
N2_tx_ep,0.0
Lact_tx_pc,0.0
Lact_tx_ep,0.0
Heme_tx_pc,-1.0938950570358691e-05
Heme_tx_ep,-1.0938950570358691e-05
H2O_tx_pc,11.648159813901021
H2O_tx_ep,11.648159813901021
EtOH_tx_pc,0.0
EtOH_tx_ep,0.0
CO2_tx_pc,4.237946225118205
CO2_tx_ep,4.237946225118205
CH4_tx_pc,0.0
CH4_tx_ep,-6.8462677280025215
C00305_tx_pc,-0.0034805469781297262
C00305_tx_ep,-0.0034805469781297262
C00175_tx_pc,-4.972227696575519e-05
C00175_tx_ep,-4.972227696575519e-05
C00076_tx_pc,-0.0004972227696575518
C00076_tx_ep,-0.0004972227696575518
C00070_tx_pc,-0.0004972227696575518
C00070_tx_ep,-0.0004972227696575518
C00023_tx_pc,-0.0002933599449611792
C00023_tx_ep,-0.0002933599449611792
Ac_tx_pc,0.00019855157019369151
Ac_tx_ep,0.00019855157019369151
sulfate_tx_pc,-0.011257566026859055
sulfate_tx_ep,-0.011257566026859055
Suc_tx_pc,0.0
Suc_tx_ep,0.0
EX_CCL160161,0.0
EX_CCL161140,0.0
EX_CCL161161,0.0
EX_CPC160161,0.0
EX_CPC161140,0.0
EX_CPC161161,0.0
EX_CPE160161,0.0
EX_CPE161140,0.0
EX_CPE161161,0.0
EX_CPG160161,0.0
EX_CPG161140,0.0
EX_CPG161161,0.0
EX_lipooligosaccharides,-0.0
EX_lps,0.0
EX_putresine,0.0
EX_spermidine,0.0
EX_Urea,-0.0
alanine_tx,0.0
Aspargine_tx,0.0
Aspartate_tx,0.0
Cysteine_tx,0.0
Glutamate_tx,0.0
Glutamine_tx,0.0
Valine_tx,0.0
mercaptopyruvate_tx,0.0
EX_mercaptopyruvate,0.0
methyloxobutanoicacid_tx,0.0
EX_methyloxobutanoicacid,0.0
OAA_tx,0.0
EX_OAA,0.0
oxoglutarate_tx,0.0
EX_oxoglutarate,-0.0
EX_alanine,0.0
EX_Aspargine,0.0
EX_Aspartate,0.0
EX_Cysteine,0.0
EX_Glutamate,0.0
EX_Glutamine,0.0
EX_Valine,0.0
EX_methanol,0.0
methanol_tx,0.0
EX_formaldehyde,0.0
formaldehyde_tx,0.0
ubiquinol_tx_pc,-6.8462677280025215
ubiquinone_tx_pc,6.8462677280025215
ferricytochrome_tx_pc,-13.692535456005043
ferrochrome_tx_pc,13.692535456005043
formaldehyde_tx_pc,0.0
methanol_tx_cp,0.0
R02164_ub,0.04024476522780718
