Kegg_ID	ModelSeed_ID
	rxn21412
	rxn21413
	rxn21414
	rxn21415
	rxn21416
	rxn21417
	rxn21418
	rxn21419
	rxn21420
	rxn21421
	rxn21422
	rxn21423
	rxn21424
	rxn21425
	rxn21426
	rxn21427
	rxn21428
	rxn21429
	rxn21430
	rxn21431
	rxn21432
	rxn21433
	rxn21434
	rxn21435
	rxn21436
	rxn21437
	rxn21438
	rxn21440
	rxn21441
	rxn21442
	rxn21443
	rxn21444
	rxn21445
	rxn21446
	rxn21447
	rxn21448
	rxn21449
	rxn21450
	rxn21451
	rxn21452
	rxn21453
	rxn21454
	rxn21455
	rxn21456
	rxn21457
	rxn21458
	rxn21459
	rxn21460
	rxn21461
	rxn21462
	rxn21463
	rxn21464
	rxn21465
	rxn21466
	rxn21467
	rxn21468
	rxn21469
	rxn21470
	rxn21471
	rxn21472
	rxn21473
	rxn21474
	rxn21475
	rxn21476
	rxn21477
	rxn21478
	rxn21486
	rxn21487
	rxn21488
	rxn21489
	rxn21490
	rxn21491
	rxn21492
	rxn21493
	rxn21494
	rxn21495
	rxn21496
R07440	rxn21497
	rxn21498
	rxn21499
	rxn21500
R01991	rxn21501
	rxn21502
	rxn21503
	rxn21504
	rxn21505
	rxn21506
	rxn21507
	rxn21508
	rxn21509
	rxn21537
	rxn21566
	rxn21567
	rxn21568
	rxn21569
	rxn21570
	rxn21571
	rxn21572
	rxn21573
	rxn21574
	rxn21575
	rxn21576
	rxn21577
	rxn21578
	rxn21579
	rxn21580
	rxn21581
	rxn21582
	rxn21583
	rxn21584
	rxn21585
	rxn21586
	rxn21587
	rxn21588
R10289	rxn21589
	rxn21590
	rxn21591
	rxn21592
	rxn21593
	rxn21594
	rxn21595
	rxn21596
	rxn21597
	rxn21598
	rxn21599
	rxn21600
	rxn21601
	rxn21602
	rxn21603
	rxn21604
	rxn21605
	rxn21606
	rxn21608
	rxn21609
	rxn21610
	rxn21611
	rxn21612
	rxn21613
	rxn21614
	rxn21615
	rxn21616
	rxn21617
	rxn21618
	rxn21619
	rxn21620
	rxn21621
	rxn21622
	rxn21623
	rxn21624
	rxn21625
	rxn21626
	rxn21627
	rxn21628
	rxn21629
	rxn21630
	rxn21631
	rxn21632
	rxn21633
	rxn21634
R10089	rxn21635
	rxn21636
	rxn21637
	rxn21638
R09767	rxn21639
	rxn21640
	rxn21641
	rxn21642
	rxn21643
	rxn21644
	rxn21645
	rxn21646
	rxn21647
	rxn21648
	rxn21649
	rxn21650
	rxn21651
	rxn21652
	rxn21653
	rxn21654
	rxn21655
	rxn21656
	rxn21657
	rxn21658
	rxn21659
	rxn21660
	rxn21661
	rxn21662
	rxn21663
	rxn21664
R09655	rxn21665
	rxn21666
	rxn21668
	rxn21697
	rxn21726
	rxn21727
	rxn21728
	rxn21729
	rxn21730
	rxn21731
	rxn21732
	rxn21733
	rxn21734
	rxn21735
	rxn21736
	rxn21737
	rxn21738
	rxn21739
	rxn21740
	rxn21741
	rxn21742
	rxn21743
	rxn21744
	rxn21745
	rxn21746
	rxn21747
R10532	rxn21749
R10550	rxn21750
R10565	rxn21751
	rxn21752
	rxn21753
	rxn21756
R10166	rxn21759
	rxn21760
	rxn21763
	rxn21766
	rxn21769
	rxn21772
	rxn21773
	rxn21774
	rxn21775
	rxn21776
	rxn21777
	rxn21778
	rxn21779
	rxn21780
	rxn21781
	rxn21782
	rxn21783
	rxn21784
	rxn21785
	rxn21786
	rxn21787
	rxn21788
	rxn21789
	rxn21790
	rxn21791
	rxn21792
	rxn21793
	rxn21794
	rxn21795
	rxn21796
	rxn21797
	rxn21798
	rxn21799
	rxn21800
	rxn21801
	rxn21802
	rxn21803
	rxn21804
	rxn21805
	rxn21806
	rxn21807
R06572	rxn21808
	rxn21809
	rxn21810
	rxn21811
	rxn21812
	rxn21813
	rxn21814
	rxn21815
	rxn21816
	rxn21817
	rxn21818
	rxn21819
	rxn21820
	rxn21821
	rxn21822
	rxn21823
	rxn21824
	rxn21825
	rxn21826
	rxn21827
	rxn21828
R06573	rxn21829
	rxn21830
	rxn21831
	rxn21832
	rxn21833
	rxn21834
	rxn21835
	rxn21836
	rxn21837
	rxn21838
	rxn21839
	rxn21840
	rxn21841
	rxn21842
	rxn21843
	rxn21844
	rxn21845
	rxn21846
	rxn21847
	rxn21848
	rxn21850
	rxn21851
R09723	rxn21852
	rxn21853
	rxn21854
	rxn21855
	rxn21856
	rxn21857
	rxn21858
	rxn21859
	rxn21860
	rxn21861
	rxn21862
	rxn21863
R10124	rxn21864
R09251	rxn21865
R09251	rxn21866
	rxn21867
	rxn21868
	rxn21869
	rxn21870
	rxn21871
	rxn21872
	rxn21874
	rxn21881
	rxn21889
R03008	rxn21890
	rxn21891
	rxn21892
	rxn21893
	rxn21894
	rxn21895
	rxn21897
	rxn21898
	rxn21899
	rxn21900
	rxn21901
	rxn21902
	rxn21903
	rxn21911
	rxn21912
	rxn21913
R07786	rxn21914
R07787	rxn21915
R07792	rxn21916
	rxn21917
	rxn21918
	rxn21919
	rxn21920
	rxn21921
	rxn21922
	rxn21923
	rxn21925
	rxn21927
	rxn21929
	rxn21930
	rxn21931
	rxn21933
	rxn21934
R09009	rxn21936
	rxn21937
	rxn21938
	rxn21939
	rxn21940
	rxn21941
	rxn21942
	rxn21943
	rxn21944
	rxn21945
	rxn21946
	rxn21947
	rxn21948
	rxn21949
	rxn21950
	rxn21951
	rxn21952
	rxn21953
	rxn21954
	rxn21955
	rxn21956
	rxn21957
	rxn21958
	rxn21959
	rxn21960
	rxn21961
	rxn21962
	rxn21963
	rxn21964
	rxn21965
	rxn21966
	rxn21967
	rxn21968
	rxn21969
	rxn21970
	rxn21971
	rxn21972
	rxn21973
	rxn21974
	rxn21975
	rxn21976
	rxn21977
	rxn21978
	rxn21979
	rxn21980
	rxn21981
	rxn21982
	rxn21983
	rxn21984
	rxn21985
	rxn21986
	rxn21987
	rxn21988
	rxn21989
	rxn21990
	rxn21991
	rxn21992
	rxn21993
	rxn21994
	rxn21995
	rxn21996
	rxn21997
	rxn21998
	rxn21999
R09562	rxn22000
R10224	rxn22001
	rxn22002
	rxn22003
	rxn22004
	rxn22005
	rxn22006
	rxn22007
	rxn22008
	rxn22009
	rxn22010
	rxn22011
	rxn22012
	rxn22013
	rxn22014
	rxn22015
	rxn22016
R06040	rxn22017
	rxn22018
	rxn22019
	rxn22020
	rxn22021
	rxn22022
	rxn22024
	rxn22025
	rxn22026
	rxn22028
	rxn22030
	rxn22032
	rxn22033
	rxn22034
	rxn22035
	rxn22036
	rxn22037
	rxn22038
	rxn22039
	rxn22040
	rxn22041
	rxn22042
	rxn22043
	rxn22044
	rxn22045
	rxn22046
	rxn22047
	rxn22048
	rxn22049
	rxn22050
	rxn22051
	rxn22052
	rxn22053
	rxn22054
	rxn22055
	rxn22056
	rxn22057
	rxn22058
	rxn22059
	rxn22060
	rxn22061
	rxn22062
	rxn22064
	rxn22065
	rxn22066
	rxn22067
	rxn22068
	rxn22069
	rxn22070
	rxn22071
	rxn22072
	rxn22073
	rxn22074
	rxn22075
	rxn22076
	rxn22077
	rxn22078
	rxn22079
	rxn22080
	rxn22081
	rxn22082
	rxn22083
	rxn22084
	rxn22085
	rxn22086
R09358	rxn22087
	rxn22088
	rxn22089
	rxn22090
	rxn22091
	rxn22092
	rxn22093
	rxn22094
	rxn22095
	rxn22096
	rxn22097
	rxn22098
	rxn22099
	rxn22100
	rxn22101
	rxn22102
	rxn22103
	rxn22104
	rxn22105
	rxn22106
	rxn22107
	rxn22108
	rxn22109
	rxn22110
	rxn22111
	rxn22112
	rxn22113
	rxn22114
	rxn22115
	rxn22116
	rxn22117
	rxn22118
	rxn22119
	rxn22120
	rxn22121
	rxn22122
	rxn22123
	rxn22124
	rxn22125
R09967	rxn22126
	rxn22127
	rxn22128
	rxn22129
	rxn22130
	rxn22131
	rxn22132
	rxn22133
	rxn22134
	rxn22135
	rxn22136
	rxn22137
	rxn22138
	rxn22140
	rxn22142
	rxn22143
	rxn22144
	rxn22145
	rxn22146
	rxn22147
	rxn22148
	rxn22149
	rxn22150
	rxn22151
	rxn22152
	rxn22153
	rxn22154
	rxn22156
	rxn22158
	rxn22159
	rxn22160
	rxn22161
	rxn22162
	rxn22163
	rxn22164
	rxn22165
	rxn22166
	rxn22167
	rxn22168
	rxn22169
	rxn22170
	rxn22171
	rxn22172
	rxn22173
	rxn22174
	rxn22175
	rxn22176
	rxn22177
	rxn22178
	rxn22179
	rxn22180
	rxn22181
	rxn22182
	rxn22183
	rxn22184
	rxn22185
	rxn22186
	rxn22187
	rxn22188
R10467	rxn22189
R10590	rxn22190
	rxn22191
	rxn22192
	rxn22194
	rxn22195
	rxn22196
	rxn22197
	rxn22198
	rxn22199
	rxn22200
	rxn22201
	rxn22202
	rxn22203
	rxn22204
	rxn22205
	rxn22207
	rxn22208
	rxn22209
	rxn22210
	rxn22211
	rxn22212
	rxn22214
	rxn22215
	rxn22216
	rxn22217
	rxn22218
	rxn22219
	rxn22220
	rxn22221
	rxn22222
	rxn22223
	rxn22224
	rxn22225
	rxn22226
	rxn22227
	rxn22228
	rxn22229
	rxn22230
	rxn22231
	rxn22232
	rxn22233
	rxn22234
	rxn22235
	rxn22236
	rxn22237
	rxn22238
	rxn22239
	rxn22240
	rxn22241
	rxn22242
	rxn22243
	rxn22244
	rxn22245
	rxn22246
	rxn22247
	rxn22248
	rxn22249
	rxn22250
	rxn22251
	rxn22252
	rxn22253
	rxn22254
	rxn22255
	rxn22256
	rxn22257
	rxn22258
	rxn22259
	rxn22260
	rxn22261
	rxn22262
	rxn22263
	rxn22264
	rxn22265
	rxn22266
	rxn22267
	rxn22268
	rxn22269
	rxn22270
	rxn22271
	rxn22272
	rxn22273
	rxn22275
	rxn22276
	rxn22279
	rxn22280
	rxn22281
	rxn22282
	rxn22283
	rxn22284
R10508	rxn22285
	rxn22286
	rxn22287
	rxn22288
	rxn22291
	rxn22292
	rxn22293
	rxn22294
	rxn22295
	rxn22296
	rxn22297
	rxn22298
	rxn22299
	rxn22300
	rxn22301
	rxn22302
	rxn22304
	rxn22305
	rxn22306
	rxn22307
	rxn22308
	rxn22309
	rxn22310
	rxn22311
	rxn22312
	rxn22313
	rxn22314
	rxn22315
	rxn22316
	rxn22317
	rxn22318
	rxn22319
	rxn22320
	rxn22321
	rxn22322
	rxn22323
	rxn22324
	rxn22325
	rxn22326
	rxn22327
	rxn22328
	rxn22329
	rxn22330
	rxn22331
	rxn22332
	rxn22333
	rxn22334
	rxn22335
	rxn22336
	rxn22337
	rxn22338
	rxn22339
	rxn22340
	rxn22341
	rxn22342
	rxn22343
	rxn22344
	rxn22345
	rxn22346
	rxn22347
	rxn22348
	rxn22349
	rxn22350
	rxn22351
	rxn22352
	rxn22353
	rxn22354
	rxn22355
	rxn22356
	rxn22357
	rxn22358
	rxn22359
	rxn22360
	rxn22361
	rxn22362
	rxn22363
	rxn22364
	rxn22365
	rxn22366
R09583	rxn22367
R09584	rxn22368
R09585	rxn22369
	rxn22370
	rxn22371
	rxn22372
	rxn22373
	rxn22374
	rxn22375
R01095	rxn22376
	rxn22377
	rxn22378
	rxn22379
	rxn22380
	rxn22381
	rxn22382
	rxn22383
R09077	rxn22384
	rxn22385
R10691	rxn22386
	rxn22387
	rxn22388
	rxn22389
	rxn22390
	rxn22391
	rxn22393
	rxn22394
	rxn22395
	rxn22396
	rxn22397
	rxn22398
	rxn22399
	rxn22400
	rxn22401
	rxn22402
	rxn22403
R00009	rxn22404
	rxn22405
	rxn22406
R10242	rxn22407
	rxn22408
	rxn22410
	rxn22412
	rxn22414
	rxn22416
	rxn22418
	rxn22420
	rxn22422
	rxn22424
	rxn22435
	rxn22446
	rxn22447
	rxn22448
	rxn22449
	rxn22450
	rxn22451
	rxn22452
	rxn22453
	rxn22454
	rxn22455
	rxn22456
	rxn22457
	rxn22458
	rxn22459
	rxn22460
	rxn22461
	rxn22462
	rxn22463
	rxn22464
	rxn22465
	rxn22466
R02438	rxn22467
	rxn22468
	rxn22469
	rxn22470
	rxn22471
	rxn22472
	rxn22473
	rxn22474
	rxn22475
	rxn22476
	rxn22477
	rxn22478
	rxn22479
	rxn22480
	rxn22481
	rxn22482
	rxn22483
	rxn22484
	rxn22485
	rxn22486
	rxn22497
	rxn22498
	rxn22499
	rxn22500
	rxn22501
	rxn22502
	rxn22503
	rxn22504
	rxn22505
	rxn22506
	rxn22507
	rxn22508
	rxn22509
	rxn22510
	rxn22511
	rxn22512
	rxn22513
	rxn22514
	rxn22515
	rxn22516
	rxn22517
R00569	rxn22518
	rxn22519
	rxn22520
	rxn22521
	rxn22522
	rxn22523
	rxn22524
	rxn22525
	rxn22526
	rxn22527
	rxn22528
	rxn22529
	rxn22530
	rxn22531
	rxn22532
	rxn22533
	rxn22534
	rxn22535
	rxn22536
	rxn22537
	rxn22583
	rxn22629
	rxn22630
	rxn22631
	rxn22632
	rxn22633
	rxn22634
	rxn22635
	rxn22636
R05775	rxn22637
	rxn22638
	rxn22639
	rxn22641
	rxn22642
	rxn22643
	rxn22644
	rxn22645
	rxn22646
R10304	rxn22647
R10182	rxn22648
	rxn22649
	rxn22650
R04306	rxn22651
	rxn22652
	rxn22681
	rxn22683
	rxn22685
	rxn22686
	rxn22687
	rxn22688
	rxn22689
	rxn22690
	rxn22691
	rxn22692
	rxn22693
	rxn22694
	rxn22695
	rxn22696
	rxn22697
	rxn22698
	rxn22699
	rxn22700
	rxn22701
	rxn22702
	rxn22703
	rxn22704
	rxn22705
	rxn22706
	rxn22707
	rxn22708
	rxn22709
	rxn22710
	rxn22711
	rxn22712
	rxn22713
	rxn22714
	rxn22715
	rxn22716
	rxn22717
	rxn22718
	rxn22719
	rxn22720
	rxn22721
	rxn22722
R00702	rxn22724
	rxn22725
	rxn22728
	rxn22729
	rxn22730
	rxn22731
	rxn22732
	rxn22733
	rxn22734
	rxn22735
	rxn22736
	rxn22737
	rxn22738
	rxn22739
	rxn22740
	rxn22741
	rxn22742
	rxn22743
	rxn22744
	rxn22745
	rxn22746
	rxn22747
	rxn22748
R06040	rxn22749
	rxn22750
	rxn22751
	rxn22752
	rxn22753
	rxn22754
	rxn22755
	rxn22756
	rxn22757
	rxn22758
	rxn22759
	rxn22760
	rxn22761
	rxn22762
	rxn22763
	rxn22764
	rxn22765
	rxn22766
	rxn22767
	rxn22768
	rxn22769
	rxn22770
	rxn22771
R10025	rxn22772
	rxn22773
	rxn22774
	rxn22776
	rxn22777
	rxn22778
	rxn22779
	rxn22780
R00904	rxn22781
R09702	rxn22782
R09708	rxn22783
R02875	rxn22784
	rxn22785
	rxn22786
	rxn22787
	rxn22788
	rxn22789
	rxn22790
R10668	rxn22791
	rxn22792
	rxn22793
	rxn22794
	rxn22795
	rxn22796
	rxn22797
	rxn22798
	rxn22806
	rxn22814
R10344	rxn22815
R10345	rxn22816
	rxn22817
	rxn22818
	rxn22819
	rxn22820
	rxn22821
	rxn22822
	rxn22823
	rxn22824
	rxn22825
R09773	rxn22826
R09774	rxn22827
	rxn22828
	rxn22829
	rxn22830
	rxn22831
	rxn22832
	rxn22833
	rxn22834
	rxn22835
	rxn22836
	rxn22837
	rxn22838
	rxn22839
	rxn22840
	rxn22841
	rxn22842
	rxn22843
	rxn22844
	rxn22845
	rxn22846
	rxn22847
	rxn22848
	rxn22849
	rxn22850
	rxn22851
	rxn22852
	rxn22853
	rxn22854
	rxn22855
	rxn22856
	rxn22857
	rxn22858
	rxn22859
	rxn22860
R03116	rxn22861
R10560	rxn22862
	rxn22863
	rxn22864
	rxn22865
	rxn22866
	rxn22867
	rxn22868
	rxn22869
	rxn22870
	rxn22871
	rxn22873
	rxn22874
	rxn22875
	rxn22876
	rxn22877
	rxn22878
	rxn22879
	rxn22880
	rxn22881
	rxn22882
	rxn22883
	rxn22884
	rxn22885
	rxn22886
	rxn22887
	rxn22888
	rxn22889
	rxn22890
	rxn22891
	rxn22892
	rxn22893
	rxn22894
	rxn22895
	rxn22896
	rxn22897
	rxn22898
	rxn22899
	rxn22900
	rxn22901
	rxn22902
	rxn22903
	rxn22904
	rxn22905
	rxn22906
	rxn22907
	rxn22908
	rxn22909
	rxn22910
	rxn22911
	rxn22912
	rxn22913
R10225	rxn22914
	rxn22915
	rxn22916
	rxn22917
	rxn22918
	rxn22919
	rxn22920
	rxn22921
	rxn22922
	rxn22923
	rxn22924
	rxn22925
	rxn22926
	rxn22927
	rxn22928
	rxn22929
	rxn22930
	rxn22931
	rxn22932
	rxn22933
	rxn22934
	rxn22935
	rxn22936
	rxn22937
	rxn22938
	rxn22939
	rxn22940
	rxn22941
	rxn22942
	rxn22943
	rxn22944
	rxn22945
R10733	rxn22946
R10734	rxn22947
	rxn22948
	rxn22949
	rxn22950
	rxn22951
	rxn22952
	rxn22953
	rxn22954
	rxn22955
	rxn22956
	rxn22957
	rxn22958
	rxn22959
R10338	rxn22960
R10347	rxn22961
R08370	rxn22962
	rxn22963
	rxn22964
	rxn22965
	rxn22966
	rxn22967
	rxn22968
	rxn22969
	rxn22970
	rxn22971
	rxn22972
	rxn22973
	rxn22974
	rxn22975
	rxn22976
	rxn22977
	rxn22978
	rxn22979
	rxn22980
	rxn22981
	rxn22982
	rxn22983
	rxn22984
	rxn22985
	rxn22986
	rxn22987
	rxn22988
	rxn22989
	rxn22990
	rxn22991
	rxn22992
	rxn22993
	rxn22994
	rxn22995
	rxn22996
	rxn22997
	rxn22998
	rxn22999
R01171	rxn23000
	rxn23001
	rxn23002
	rxn23003
	rxn23004
	rxn23005
	rxn23006
	rxn23009
	rxn23010
	rxn23011
	rxn23012
	rxn23013
	rxn23014
	rxn23015
	rxn23016
	rxn23017
	rxn23018
	rxn23019
	rxn23020
	rxn23021
	rxn23022
	rxn23023
R10088	rxn23024
	rxn23025
	rxn23026
	rxn23029
	rxn23032
	rxn23033
	rxn23034
	rxn23035
	rxn23036
	rxn23037
	rxn23038
	rxn23039
	rxn23040
	rxn23041
R10712	rxn23042
	rxn23043
	rxn23044
R07463	rxn23045
	rxn23046
	rxn23047
R00494	rxn23048
	rxn23049
	rxn23050
	rxn23051
	rxn23052
	rxn23053
	rxn23054
R00022	rxn23055
	rxn23056
	rxn23057
R09942	rxn23058
	rxn23059
	rxn23060
	rxn23061
	rxn23062
	rxn23063
	rxn23064
	rxn23065
	rxn23066
	rxn23068
	rxn23069
	rxn23070
	rxn23071
	rxn23072
	rxn23073
	rxn23074
	rxn23075
	rxn23076
	rxn23077
	rxn23078
	rxn23079
	rxn23080
	rxn23081
	rxn23082
	rxn23083
	rxn23084
	rxn23085
	rxn23086
	rxn23087
	rxn23088
	rxn23089
	rxn23090
	rxn23091
	rxn23092
	rxn23093
	rxn23094
	rxn23095
	rxn23096
	rxn23097
	rxn23098
	rxn23099
	rxn23100
	rxn23101
	rxn23102
	rxn23103
	rxn23104
	rxn23105
	rxn23106
	rxn23107
	rxn23108
	rxn23109
	rxn23110
	rxn23111
	rxn23113
	rxn23114
	rxn23116
	rxn23117
	rxn23118
	rxn23119
	rxn23120
	rxn23121
	rxn23122
	rxn23123
	rxn23124
	rxn23125
	rxn23126
	rxn23127
	rxn23128
R04929	rxn23129
	rxn23130
	rxn23131
R03601	rxn23132
	rxn23133
R04944	rxn23134
R04944	rxn23135
	rxn23136
	rxn23137
	rxn23138
	rxn23139
	rxn23140
	rxn23141
	rxn23142
	rxn23143
	rxn23144
	rxn23145
	rxn23146
	rxn23147
	rxn23148
	rxn23149
	rxn23150
	rxn23151
	rxn23152
	rxn23153
	rxn23154
R10280	rxn23155
	rxn23156
	rxn23157
	rxn23158
	rxn23159
	rxn23160
	rxn23161
	rxn23162
R05488	rxn23163
R10697	rxn23164
	rxn23165
	rxn23166
	rxn23167
	rxn23168
	rxn23169
	rxn23170
	rxn23171
	rxn23172
	rxn23173
	rxn23174
	rxn23175
	rxn23176
	rxn23177
	rxn23178
	rxn23179
	rxn23180
	rxn23181
	rxn23182
	rxn23183
	rxn23184
	rxn23185
	rxn23186
	rxn23187
	rxn23188
	rxn23189
	rxn23190
	rxn23191
	rxn23192
	rxn23193
	rxn23194
	rxn23195
	rxn23196
	rxn23197
	rxn23198
	rxn23199
	rxn23200
	rxn23201
	rxn23202
	rxn23203
	rxn23204
	rxn23205
	rxn23206
	rxn23207
	rxn23208
	rxn23209
	rxn23210
	rxn23211
	rxn23212
	rxn23213
	rxn23214
	rxn23215
	rxn23216
	rxn23217
	rxn23218
	rxn23219
	rxn23220
	rxn23221
	rxn23222
	rxn23223
	rxn23224
	rxn23225
	rxn23226
	rxn23227
	rxn23228
	rxn23229
	rxn23230
	rxn23231
	rxn23232
R10079	rxn23233
	rxn23234
	rxn23235
	rxn23236
	rxn23237
	rxn23238
	rxn23239
	rxn23240
	rxn23241
	rxn23242
R06454	rxn23243
	rxn23244
	rxn23245
	rxn23246
	rxn23247
R05270	rxn23248
	rxn23249
	rxn23250
	rxn23251
	rxn23252
	rxn23253
	rxn23254
	rxn23255
	rxn23256
	rxn23257
	rxn23258
	rxn23259
R10248	rxn23260
	rxn23261
	rxn23264
	rxn23265
	rxn23266
	rxn23267
	rxn23268
	rxn23269
	rxn23270
	rxn23273
	rxn23274
	rxn23275
	rxn23276
	rxn23277
	rxn23278
	rxn23279
	rxn23280
	rxn23281
	rxn23282
	rxn23283
	rxn23284
	rxn23285
	rxn23286
	rxn23287
	rxn23288
	rxn23289
	rxn23290
	rxn23291
	rxn23292
	rxn23293
	rxn23294
	rxn23295
	rxn23296
	rxn23297
	rxn23298
	rxn23299
	rxn23300
	rxn23301
	rxn23302
	rxn23303
	rxn23304
	rxn23305
	rxn23306
	rxn23307
	rxn23308
	rxn23309
	rxn23310
	rxn23311
	rxn23312
	rxn23313
	rxn23314
	rxn23315
	rxn23316
	rxn23317
	rxn23318
	rxn23319
	rxn23320
	rxn23321
	rxn23322
	rxn23323
	rxn23324
	rxn23325
	rxn23326
	rxn23327
	rxn23328
	rxn23329
	rxn23330
	rxn23331
	rxn23332
	rxn23333
	rxn23334
	rxn23335
	rxn23336
	rxn23337
	rxn23338
	rxn23341
	rxn23342
	rxn23343
	rxn23344
	rxn23345
	rxn23346
	rxn23347
	rxn23348
	rxn23349
	rxn23350
	rxn23351
	rxn23352
	rxn23353
	rxn23354
R10102	rxn23355
	rxn23356
	rxn23357
	rxn23360
R00269	rxn23361
	rxn23362
R10098	rxn23363
	rxn23364
	rxn23365
	rxn23366
	rxn23367
	rxn23368
	rxn23369
	rxn23370
R10013	rxn23371
	rxn23372
R10103	rxn23373
R10105	rxn23374
R10216	rxn23375
R10215	rxn23376
R10214	rxn23377
R10213	rxn23378
	rxn23379
	rxn23380
	rxn23381
	rxn23382
R10210	rxn23383
R10217	rxn23384
R10212	rxn23385
	rxn23386
	rxn23387
	rxn23388
	rxn23390
	rxn23391
	rxn23394
	rxn23395
	rxn23396
	rxn23397
R08617	rxn23398
	rxn23399
	rxn23401
R10096	rxn23402
R10427	rxn23403
R10424	rxn23404
R06893	rxn23405
R10094	rxn23406
	rxn23407
	rxn23408
	rxn23409
	rxn23410
	rxn23411
	rxn23412
R10288	rxn23413
R10268	rxn23414
R10281	rxn23415
	rxn23416
R10050	rxn23417
R10426	rxn23418
R08897	rxn23419
R10425	rxn23420
	rxn23421
	rxn23422
	rxn23423
	rxn23424
	rxn23425
	rxn23426
	rxn23427
	rxn23428
	rxn23429
	rxn23430
	rxn23431
	rxn23433
R10207	rxn23435
	rxn23436
	rxn23437
	rxn23438
	rxn23439
	rxn23440
	rxn23441
	rxn23442
R08903	rxn23443
	rxn23444
R10053	rxn23445
R08600	rxn23446
R08601	rxn23447
	rxn23448
R10055	rxn23449
	rxn23450
	rxn23451
R10067	rxn23454
R10066	rxn23455
R10068	rxn23456
	rxn23457
	rxn23458
R10072	rxn23461
	rxn23462
R10065	rxn23463
R05170	rxn23464
R05172	rxn23465
	rxn23466
	rxn23467
	rxn23468
R07869	rxn23469
	rxn23470
	rxn23471
	rxn23472
	rxn23473
	rxn23474
	rxn23475
	rxn23476
	rxn23477
	rxn23478
	rxn23479
	rxn23480
	rxn23481
	rxn23482
	rxn23483
	rxn23484
	rxn23485
	rxn23486
	rxn23487
	rxn23488
	rxn23489
	rxn23490
	rxn23491
	rxn23492
	rxn23493
	rxn23494
	rxn23495
	rxn23496
	rxn23497
	rxn23498
	rxn23499
	rxn23500
	rxn23501
	rxn23502
	rxn23503
	rxn23504
	rxn23505
	rxn23506
	rxn23507
	rxn23508
	rxn23509
R10266	rxn23510
	rxn23511
	rxn23512
	rxn23513
	rxn23514
	rxn23515
	rxn23516
	rxn23517
	rxn23518
	rxn23519
	rxn23520
	rxn23522
R10188	rxn23524
	rxn23525
	rxn23526
	rxn23527
	rxn23528
	rxn23529
	rxn23530
	rxn23531
	rxn23534
	rxn23535
	rxn23536
	rxn23537
	rxn23538
	rxn23539
	rxn23540
	rxn23541
	rxn23542
	rxn23543
	rxn23544
	rxn23545
	rxn23546
	rxn23547
	rxn23548
	rxn23549
	rxn23550
	rxn23551
	rxn23552
	rxn23553
	rxn23554
	rxn23555
	rxn23556
	rxn23557
	rxn23558
	rxn23559
	rxn23560
	rxn23561
	rxn23562
	rxn23563
	rxn23564
	rxn23565
	rxn23566
	rxn23567
	rxn23568
	rxn23569
	rxn23570
	rxn23571
	rxn23572
	rxn23573
	rxn23574
	rxn23575
	rxn23576
	rxn23577
	rxn23578
	rxn23579
	rxn23580
	rxn23581
	rxn23582
	rxn23583
	rxn23584
	rxn23585
	rxn23586
R10179	rxn23587
R10179	rxn23588
R10245	rxn23589
	rxn23590
	rxn23591
	rxn23593
	rxn23595
	rxn23596
	rxn23597
R10009	rxn23598
R10585	rxn23599
	rxn23600
	rxn23601
	rxn23602
	rxn23603
	rxn23604
	rxn23605
	rxn23606
	rxn23607
	rxn23608
	rxn23609
	rxn23610
	rxn23611
	rxn23612
	rxn23613
	rxn23614
	rxn23615
	rxn23616
	rxn23617
	rxn23618
	rxn23619
	rxn23620
	rxn23621
	rxn23622
	rxn23623
	rxn23624
	rxn23625
	rxn23626
R10109	rxn23627
R10135	rxn23628
	rxn23629
	rxn23630
	rxn23631
	rxn23632
	rxn23633
	rxn23634
	rxn23635
	rxn23636
	rxn23637
	rxn23638
	rxn23639
	rxn23640
	rxn23641
	rxn23642
	rxn23643
R10073	rxn23644
R10080	rxn23645
	rxn23646
R10059	rxn23647
R10060	rxn23648
R10061	rxn23649
R10062	rxn23650
	rxn23651
R00342	rxn23652
	rxn23653
	rxn23654
	rxn23656
	rxn23657
	rxn23658
	rxn23659
	rxn23660
	rxn23661
R10084	rxn23662
	rxn23663
	rxn23664
	rxn23665
	rxn23666
R07870	rxn23667
	rxn23668
	rxn23669
	rxn23672
	rxn23676
	rxn23677
	rxn23678
	rxn23679
	rxn23680
	rxn23681
	rxn23682
	rxn23683
	rxn23684
	rxn23685
	rxn23686
	rxn23687
	rxn23688
	rxn23689
	rxn23690
	rxn23691
	rxn23692
	rxn23694
	rxn23695
	rxn23696
	rxn23697
	rxn23698
	rxn23699
R02173	rxn23700
R08160	rxn23701
	rxn23702
	rxn23703
	rxn23704
	rxn23705
	rxn23706
	rxn23707
	rxn23708
	rxn23709
	rxn23710
	rxn23711
	rxn23712
	rxn23713
	rxn23714
	rxn23715
	rxn23716
	rxn23717
	rxn23718
	rxn23719
R01786	rxn23720
	rxn23721
	rxn23722
	rxn23723
	rxn23724
	rxn23725
	rxn23726
	rxn23727
	rxn23728
	rxn23729
	rxn23730
R00015	rxn23731
	rxn23732
	rxn23733
	rxn23734
	rxn23735
	rxn23736
	rxn23737
	rxn23738
	rxn23739
	rxn23740
	rxn23741
	rxn23742
	rxn23743
	rxn23744
	rxn23745
	rxn23746
