Kegg_ID	ModelSeed_ID	formula	charge
C00001	cpd00001	H2O	0
C01328	cpd00001	H2O	0
C00002	cpd00002	C10H13N5O13P3	-3
C00003	cpd00003	C21H26N7O14P2	-1
C00004	cpd00004	C21H27N7O14P2	-2
C00005	cpd00005	C21H26N7O17P3	-4
C00006	cpd00006	C21H25N7O17P3	-3
C00007	cpd00007	O2	0
G11113	cpd00008	C10H13N5O10P2	-2
C00008	cpd00008	C10H13N5O10P2	-2
C00009	cpd00009	HO4P	-2
C00010	cpd00010	C21H32N7O16P3S	-4
C00011	cpd00011	CO2	0
C00013	cpd00012	HO7P2	-3
C01342	cpd00013	H4N	1
C00014	cpd00013	H4N	1
G10619	cpd00014	C9H12N2O12P2	-2
C00015	cpd00014	C9H12N2O12P2	-2
C00016	cpd00015	C27H31N9O15P2	-2
C00018	cpd00016	C8H8NO6P	-2
C00019	cpd00017	C15H23N6O5S	1
C00020	cpd00018	C10H12N5O7P	-2
C00021	cpd00019	C14H20N6O5S	0
C00022	cpd00020	C3H3O3	-1
C00023	cpd00021	Fe	0
C00024	cpd00022	C23H34N7O17P3S	-4
C00025	cpd00023	C5H8NO4	-1
C00026	cpd00024	C5H4O5	-2
C00027	cpd00025	H2O2	0
G10608	cpd00026	C15H22N2O17P2	-2
C00029	cpd00026	C15H22N2O17P2	-2
C00031	cpd00027	C6H12O6	0
C00293	cpd00027	C6H12O6	0
C00032	cpd00028	C34H30FeN4O4	-2
C00033	cpd00029	C2H3O2	-1
C19610	cpd00030	Mn	2
G10620	cpd00031	C10H13N5O11P2	-2
C00035	cpd00031	C10H13N5O11P2	-2
C00036	cpd00032	C4H2O5	-2
C00037	cpd00033	C2H5NO2	0
C00038	cpd00034	Zn	2
C00041	cpd00035	C3H7NO2	0
C00042	cpd00036	C4H4O4	-2
G10610	cpd00037	C17H25N3O17P2	-2
C00043	cpd00037	C17H25N3O17P2	-2
C00044	cpd00038	C10H13N5O14P3	-3
C00047	cpd00039	C6H15N2O2	1
C00048	cpd00040	C2HO3	-1
C00049	cpd00041	C4H6NO4	-1
C00051	cpd00042	C10H16N3O6S	-1
G10609	cpd00043	C15H22N2O17P2	-2
C00052	cpd00043	C15H22N2O17P2	-2
C00053	cpd00044	C10H11N5O13P2S	-4
C00054	cpd00045	C10H11N5O10P2	-4
C00055	cpd00046	C9H12N3O8P	-2
G10621	cpd00046	C9H12N3O8P	-2
C00058	cpd00047	CHO2	-1
C00059	cpd00048	O4S	-2
C00060	cpd00049	CO2R	-1
C00061	cpd00050	C17H19N4O9P	-2
C00062	cpd00051	C6H15N4O2	1
C00063	cpd00052	C9H13N3O14P3	-3
C00064	cpd00053	C5H10N2O3	0
C00065	cpd00054	C3H7NO3	0
C00067	cpd00055	CH2O	0
C00068	cpd00056	C12H17N4O7P2S	-1
C00069	cpd00057	HOR	0
C00072	cpd00059	C6H7O6	-1
C00073	cpd00060	C5H11NO2S	0
C00074	cpd00061	C3H2O6P	-3
C00075	cpd00062	C9H12N2O15P3	-3
C00076	cpd00063	Ca	2
C00077	cpd00064	C5H13N2O2	1
C00078	cpd00065	C11H12N2O2	0
C00079	cpd00066	C9H11NO2	0
C00080	cpd00067	H	1
C00081	cpd00068	C10H12N4O14P3	-3
C00082	cpd00069	C9H11NO3	0
C00083	cpd00070	C24H33N7O19P3S	-5
C00084	cpd00071	C2H4O	0
C00085	cpd00072	C6H11O9P	-2
C00086	cpd00073	CH4N2O	0
C00087	cpd00074	S	0
C00088	cpd00075	HNO2	0
G00370	cpd00076	C12H22O11	0
C00089	cpd00076	C12H22O11	0
C01785	cpd00077	C6H6O2	0
C00090	cpd00077	C6H6O2	0
C15571	cpd00077	C6H6O2	0
C00091	cpd00078	C25H35N7O19P3S	-5
C00092	cpd00079	C6H11O9P	-2
C00093	cpd00080	C3H7O6P	-2
C00094	cpd00081	HO3S	-1
C11481	cpd00081	HO3S	-1
C00095	cpd00082	C6H12O6	0
C00096	cpd00083	C16H23N5O16P2	-2
G10614	cpd00083	C16H23N5O16P2	-2
C00097	cpd00084	C3H7NO2S	0
C00099	cpd00085	C3H7NO2	0
C00100	cpd00086	C24H36N7O17P3S	-4
C00101	cpd00087	C19H21N7O6	-2
C00102	cpd00088	C12H7Cl2NO2	0
C00103	cpd00089	C6H11O9P	-2
C00104	cpd00090	C10H12N4O11P2	-2
C00105	cpd00091	C9H11N2O9P	-2
C00106	cpd00092	C4H4N2O2	0
C00108	cpd00093	C7H6NO2	-1
C00109	cpd00094	C4H5O3	-1
C00111	cpd00095	C3H5O6P	-2
C00112	cpd00096	C9H13N3O11P2	-2
C00113	cpd00097	C14H3N2O8	-3
C00114	cpd00098	C5H14NO	1
C00698	cpd00099	Cl	-1
C01327	cpd00099	Cl	-1
C00116	cpd00100	C3H8O3	0
C00117	cpd00101	C5H9O8P	-2
C00118	cpd00102	C3H5O6P	-2
C00119	cpd00103	C5H9O14P3	-4
C00120	cpd00104	C10H15N2O3S	-1
C00121	cpd00105	C5H10O5	0
C00122	cpd00106	C4H2O4	-2
C00123	cpd00107	C6H13NO2	0
C00124	cpd00108	C6H12O6	0
C00125	cpd00109	C42H42FeN8O8R4S2	-1
C00126	cpd00110	C42H42FeN8O8R4S2	-2
C00127	cpd00111	C20H30N6O12S2	-2
G10616	cpd00112	C20H29N4O16P	-2
C00128	cpd00112	C20H29N4O16P	-2
C00129	cpd00113	C5H10O7P2	-2
C00130	cpd00114	C10H11N4O8P	-2
C00131	cpd00115	C10H13N5O12P3	-3
C00132	cpd00116	CH4O	0
C00133	cpd00117	C3H7NO2	0
C00134	cpd00118	C4H14N2	2
C00135	cpd00119	C6H9N3O2	0
C00136	cpd00120	C25H38N7O17P3S	-4
C00137	cpd00121	C6H12O6	0
C00140	cpd00122	C8H15NO6	0
C00141	cpd00123	C5H7O3	-1
C00143	cpd00125	C20H21N7O6	-2
C00144	cpd00126	C10H12N5O8P	-2
C00146	cpd00127	C6H6O	0
C15584	cpd00127	C6H6O	0
C00147	cpd00128	C5H5N5	0
C00148	cpd00129	C5H9NO2	0
C00149	cpd00130	C4H4O5	-2
C00152	cpd00132	C4H8N2O3	0
C00153	cpd00133	C6H6N2O	0
C00154	cpd00134	C37H62N7O17P3S	-4
C00155	cpd00135	C4H9NO2S	0
C00156	cpd00136	C7H5O3	-1
C00158	cpd00137	C6H5O7	-3
C00159	cpd00138	C6H12O6	0
C00160	cpd00139	C2H3O3	-1
C00163	cpd00141	C3H5O2	-1
C00164	cpd00142	C4H5O3	-1
C00166	cpd00143	C9H7O3	-1
C00167	cpd00144	C15H19N2O18P2	-3
G10612	cpd00144	C15H19N2O18P2	-3
C00168	cpd00145	C3H3O4	-1
C00169	cpd00146	CH2NO5P	-2
C00170	cpd00147	C11H15N5O3S	0
C01992	cpd00148	C5H8O7PR	-2
C00171	cpd00148	C5H8O7PR	-2
C00175	cpd00149	Co	2
C01326	cpd00150	CHN	0
C00177	cpd00150	CHN	0
C00178	cpd00151	C5H6N2O2	0
C00179	cpd00152	C5H16N4	2
C00180	cpd00153	C7H5O2	-1
C00539	cpd00153	C7H5O2	-1
C00181	cpd00154	C5H10O5	0
G11603	cpd00155	C24H42O21	0
C00182	cpd00155	C24H42O21	0
C00183	cpd00156	C5H11NO2	0
C00184	cpd00157	C3H6O3	0
C00185	cpd00158	C12H22O11	0
G00289	cpd00158	C12H22O11	0
C00186	cpd00159	C3H5O3	-1
C00187	cpd00160	C27H46O	0
C00188	cpd00161	C4H9NO3	0
C00189	cpd00162	C2H8NO	1
G10613	cpd00163	C14H20N2O16P2	-2
C00190	cpd00163	C14H20N2O16P2	-2
C00191	cpd00164	C6H9O7	-1
C00192	cpd00165	H3NO	0
C00194	cpd00166	C72H100CoN18O17P	0
C00195	cpd00167	C19H36NO3R	0
C00196	cpd00168	C7H5O4	-1
C00197	cpd00169	C3H4O7P	-3
C00198	cpd00170	C6H10O6	0
C00199	cpd00171	C5H9O8P	-2
C00200	cpd00172	C14H14N2O4S	0
C00201	cpd00173	C5H9O13P3R	-3
C00202	cpd00174	C6H14FO3P	0
C00203	cpd00175	C17H25N3O17P2	-2
G10611	cpd00175	C17H25N3O17P2	-2
C00204	cpd00176	C6H9O6	-1
C00206	cpd00177	C10H13N5O9P2	-2
C00207	cpd00178	C3H6O	0
C01971	cpd00179	C12H22O11	0
G00275	cpd00179	C12H22O11	0
C00208	cpd00179	C12H22O11	0
C00209	cpd00180	C2O4	-2
C00210	cpd00181	C53H82CoN11O14PR2	3
C00212	cpd00182	C10H13N5O4	0
C00213	cpd00183	C3H7NO2	0
C00214	cpd00184	C10H14N2O5	0
C00216	cpd00185	C5H10O5	0
C00217	cpd00186	C5H8NO4	-1
C00218	cpd00187	CH6N	1
C00219	cpd00188	C20H31O2	-1
C00220	cpd00189	C16H18ClN3S	0
C00221	cpd00190	C6H12O6	0
C00222	cpd00191	C3H3O3	-1
C00223	cpd00192	C30H38N7O18P3S	-4
C00224	cpd00193	C10H12N5O10PS	-2
C00225	cpd00194	C12H14Cl2N2	0
C00226	cpd00195	CH3OR	0
C00227	cpd00196	C2H3O5P	-2
C00230	cpd00197	C7H5O4	-1
C00231	cpd00198	C5H9O8P	-2
C00232	cpd00199	C4H5O3	-1
C00233	cpd00200	C6H9O3	-1
C00234	cpd00201	C20H21N7O7	-2
C00235	cpd00202	C5H10O7P2	-2
C00236	cpd00203	C3H4O10P2	-4
C00237	cpd00204	CHO	1
C00238	cpd00205	K	1
C00239	cpd00206	C9H12N3O7P	-2
C00242	cpd00207	C5H5N5O	0
G10504	cpd00208	C12H22O11	0
C06373	cpd00208	C12H22O11	0
C00243	cpd00208	C12H22O11	0
C00244	cpd00209	NO3	-1
C00245	cpd00210	C2H7NO3S	0
C00246	cpd00211	C4H7O2	-1
C00247	cpd00212	C6H12O6	0
C00248	cpd00213	C8H15NOS2	0
C00249	cpd00214	C16H31O2	-1
C00250	cpd00215	C8H9NO3	0
C00251	cpd00216	C10H8O6	-2
C00252	cpd00217	C12H22O11	0
G01318	cpd00217	C12H22O11	0
C00253	cpd00218	C6H4NO2	-1
C00254	cpd00219	C10H8O6	-2
C00255	cpd00220	C17H19N4O6	-1
C00256	cpd00221	C3H5O3	-1
C00257	cpd00222	C6H11O7	-1
C00258	cpd00223	C3H5O4	-1
C00259	cpd00224	C5H10O5	0
C00261	cpd00225	C7H6O	0
C00193	cpd00225	C7H6O	0
C00262	cpd00226	C5H4N4O	0
C00263	cpd00227	C4H9NO3	0
C00265	cpd00228	C4H10O2S2	0
C00266	cpd00229	C2H4O2	0
C00268	cpd00231	C9H13N5O3	0
C00270	cpd00232	C11H18NO9	-1
C00272	cpd00233	C9H15N5O3	0
C00273	cpd00234	C6H10O6	0
C00275	cpd00235	C6H11O9P	-2
C00279	cpd00236	C4H7O7P	-2
C00280	cpd00237	C19H26O2	0
C05382	cpd00238	C7H13O10P	-2
C00283	cpd00239	HS	-1
C00284	cpd00240	C10H13N2O8	-3
C00286	cpd00241	C10H13N5O13P3	-3
C00288	cpd00242	CHO3	-1
C01353	cpd00242	CHO3	-1
C00290	cpd00243	C5H12N3O2	1
C19609	cpd00244	Ni	2
C00291	cpd00244	Ni	2
C00292	cpd00245	C6H7N	0
C00294	cpd00246	C10H12N4O5	0
C00295	cpd00247	C5H3N2O4	-1
C00296	cpd00248	C7H11O6	-1
C00299	cpd00249	C9H12N2O6	0
C00300	cpd00250	C4H9N3O2	0
C00301	cpd00251	C15H21N5O14P2	-2
C00303	cpd00253	C5H10N2O3	0
C00305	cpd00254	Mg	2
C00306	cpd00255	C50H75N15O11	2
C00307	cpd00256	C14H25N4O11P2	-1
C00308	cpd00257	C5H13N4O3	1
C00309	cpd00258	C5H10O5	0
C00310	cpd00259	C5H10O5	0
C00311	cpd00260	C6H5O7	-3
C00312	cpd00261	C5H10O5	0
C00313	cpd00262	C23H31N7O19P3S	-5
C00314	cpd00263	C8H11NO3	0
C00315	cpd00264	C7H22N3	3
C00317	cpd00265	C30H52O26	0
G11610	cpd00265	C30H52O26	0
C00318	cpd00266	C7H15NO3	0
C00319	cpd00267	C18H38NO2	1
C05529	cpd00268	HO3S2	-1
C00320	cpd00268	HO3S2	-1
C00322	cpd00269	C6H6O5	-2
C00323	cpd00270	C30H38N7O19P3S	-4
C00324	cpd00271	C6FeN6	-3
G10615	cpd00272	C16H23N5O15P2	-2
C00325	cpd00272	C16H23N5O15P2	-2
C00326	cpd00273	C28H47N5O18	0
C00327	cpd00274	C6H13N3O3	0
C00328	cpd00275	C10H12N2O3	0
C00329	cpd00276	C6H14NO5	1
C00330	cpd00277	C10H13N5O4	0
C00331	cpd00278	C11H8NO3	-1
C00332	cpd00279	C25H36N7O18P3S	-4
C00333	cpd00280	C6H9O7	-1
C00334	cpd00281	C4H9NO2	0
C00337	cpd00282	C5H5N2O4	-1
C00341	cpd00283	C10H18O7P2	-2
C00345	cpd00284	C6H10O10P	-3
C00346	cpd00285	C2H7NO4P	-1
C00348	cpd00286	C55H89O4P	-2
C00349	cpd00287	C4H5O3	-1
C00352	cpd00288	C6H13NO8P	-1
C00353	cpd00289	C20H34O7P2	-2
C00354	cpd00290	C6H10O12P2	-4
C00355	cpd00291	C9H11NO4	0
C00356	cpd00292	C27H39N7O20P3S	-5
C00357	cpd00293	C8H14NO9P	-2
C00360	cpd00294	C10H12N5O6P	-2
C00361	cpd00295	C10H13N5O10P2	-2
C00362	cpd00296	C10H12N5O7P	-2
C00363	cpd00297	C10H14N2O11P2	-2
C00364	cpd00298	C10H13N2O8P	-2
C00365	cpd00299	C9H11N2O8P	-2
C00366	cpd00300	C5H4N4O3	0
C00370	cpd00301	C17H28O	0
C00371	cpd00302	C10H13N5O	0
C00373	cpd00303	C27H48N6O6	0
C00376	cpd00304	C20H28O	0
C00378	cpd00305	C12H17N4OS	1
C00379	cpd00306	C5H12O5	0
C00380	cpd00307	C4H5N3O	0
C00383	cpd00308	C3H2O4	-2
C00385	cpd00309	C5H4N4O2	0
C00386	cpd00310	C9H14N4O3	0
C00387	cpd00311	C10H13N5O5	0
C00388	cpd00312	C5H10N3	1
C00389	cpd00313	C15H9O7	-1
C00392	cpd00314	C6H14O6	0
C00394	cpd00315	C16H23N5O16P2	-2
G11108	cpd00315	C16H23N5O16P2	-2
C00396	cpd00316	C4H4N2	0
C00397	cpd00317	C18H42N5O9	5
C00398	cpd00318	C10H13N2	1
C00400	cpd00319	C10H20O	0
C00402	cpd00320	C4H6NO4	-1
C00406	cpd00321	C31H40N7O19P3S	-4
C00407	cpd00322	C6H13NO2	0
C00408	cpd00323	C6H11NO2	0
C00409	cpd00324	CH4S	0
C00410	cpd00325	C21H30O2	0
C00411	cpd00326	C32H42N7O20P3S	-4
C00412	cpd00327	C39H66N7O17P3S	-4
C00413	cpd00328	C21H42N7O12	3
C00414	cpd00329	C6H10O	0
C00415	cpd00330	C19H19N7O6	-2
C00417	cpd00331	C6H3O6	-3
C00418	cpd00332	C6H11O4	-1
C00423	cpd00333	C9H7O2	-1
C10438	cpd00333	C9H7O2	-1
C00424	cpd00334	C3H6O2	0
C05422	cpd00335	C6H6O6	0
C00427	cpd00336	C20H31O5	-1
C00429	cpd00337	C4H6N2O2	0
C00430	cpd00338	C5H9NO3	0
C00431	cpd00339	C5H11NO2	0
C00433	cpd00340	C5H5O4	-1
C00436	cpd00341	C5H14N3O	1
C00437	cpd00342	C7H14N2O3	0
C00438	cpd00343	C5H6N2O5	-2
C00439	cpd00344	C6H9N2O4	-1
C00440	cpd00345	C20H23N7O6	-2
C00441	cpd00346	C4H7NO3	0
C00445	cpd00347	C20H20N7O6	-1
C00446	cpd00348	C6H11O9P	-2
C00447	cpd00349	C7H12O13P2	-4
C00448	cpd00350	C15H26O7P2	-2
C00449	cpd00351	C11H19N2O6	-1
C00450	cpd00352	C6H8NO2	-1
C00451	cpd00353	C6H5O7	-3
C00454	cpd00354	C5H9O10P2R	-2
C00455	cpd00355	C11H14N2O8P	-1
C00458	cpd00356	C9H13N3O13P3	-3
C00459	cpd00357	C10H14N2O14P3	-3
C00460	cpd00358	C9H12N2O14P3	-3
C00463	cpd00359	C8H7N	0
C15587	cpd00360	C5H4N4	0
C01769	cpd00361	C4H8O2	0
C00466	cpd00361	C4H8O2	0
C00468	cpd00362	C18H22O2	0
C00469	cpd00363	C2H6O	0
C00472	cpd00364	C6H4O2	0
C17276	cpd00365	C20H30O	0
C00473	cpd00365	C20H30O	0
C00474	cpd00366	C5H12O5	0
C00475	cpd00367	C9H13N3O5	0
C00476	cpd00368	C5H10O5	0
C00477	cpd00369	C27H44O6	0
G00383	cpd00370	C6H9O5	-1
C00478	cpd00370	C6H9O5	-1
C00479	cpd00371	C3H6O	0
C00481	cpd00372	C3H4N2	0
C00482	cpd00373	C11H11O5	-1
C00483	cpd00374	C8H12NO	1
C00484	cpd00375	C7H6NOR	0
C00486	cpd00376	C33H34N4O6	-2
C00488	cpd00378	CH3NO	0
C00489	cpd00379	C5H6O4	-2
C00490	cpd00380	C5H4O4	-2
C00491	cpd00381	C6H12N2O4S2	0
C00492	cpd00382	C18H32O16	0
G00249	cpd00382	C18H32O16	0
C00493	cpd00383	C7H9O5	-1
C00494	cpd00384	C19H42N5O7	5
C00495	cpd00385	C17H15O7	-1
C00497	cpd00386	C4H4O5	-2
C00498	cpd00387	C16H23N5O15P2	-2
G11109	cpd00387	C16H23N5O15P2	-2
C00499	cpd00388	C4H7N4O4	-1
C00500	cpd00389	C33H32N4O6	-2
C00501	cpd00390	C15H23N3O16P2	-2
C00502	cpd00391	C5H9O6	-1
C00503	cpd00392	C4H10O4	0
C00504	cpd00393	C19H17N7O6	-2
C00505	cpd00394	C21H48N5O7	5
C00506	cpd00395	C3H6NO5S	-1
C00507	cpd00396	C6H12O5	0
C00508	cpd00397	C5H10O5	0
C00509	cpd00398	C15H12O5	0
C00510	cpd00399	C39H64N7O17P3S	-4
C00511	cpd00400	C3H3O2	-1
C00512	cpd00401	C28H36N7O17P3S	-4
C00513	cpd00402	C12H19N3O13P2	-2
C00514	cpd00403	C6H11O7	-1
C00515	cpd00404	C5H13N2O2	1
C00517	cpd00405	C16H32O	0
C00519	cpd00406	C2H7NO2S	0
C00521	cpd00407	C10H16	0
C00522	cpd00408	C6H11O4	-1
C00523	cpd00409	C19H30O2	0
C00524	cpd00410	C42H42FeN8O8R4S2	-2
C00525	cpd00411	C11H12N2O2	0
C00526	cpd00412	C9H12N2O5	0
C00527	cpd00413	C26H37N7O19P3S	-5
C00528	cpd00414	C36H65N8O17	1
C00530	cpd00415	C6H6O2	0
C00531	cpd00416	C26H35N7O19P3S	-5
C00532	cpd00417	C5H12O5	0
C00533	cpd00418	NO	0
C00534	cpd00419	C8H13N2O2	1
C00535	cpd00420	C19H28O2	0
C00536	cpd00421	HO10P3	-4
C00540	cpd00422	C30H38N7O17P3S	-4
C16256	cpd00422	C30H38N7O17P3S	-4
C00541	cpd00423	C62H88CoN13O14P	0
C00542	cpd00424	C7H14N2O4S	0
C00543	cpd00425	C2H8N	1
C00544	cpd00426	C8H7O4	-1
C00545	cpd00427	C5H9O6	-1
C00546	cpd00428	C3H4O2	0
C00547	cpd00429	C8H12NO3	1
C00548	cpd00430	C8H8O2	0
C15583	cpd00430	C8H8O2	0
C00550	cpd00431	C24H48N2O6PR	0
C00552	cpd00432	C4H4O6	-2
C00553	cpd00433	C10H20O	0
C00555	cpd00434	C4H10NO	1
C00556	cpd00435	C7H8O	0
C03485	cpd00435	C7H8O	0
C00557	cpd00436	C5H8O	0
C00558	cpd00437	C6H9O7	-1
C00559	cpd00438	C10H13N5O3	0
C00561	cpd00439	C8H7NO	0
C00563	cpd00440	C23H32N3O10P	-2
C00565	cpd00441	C3H10N	1
C00566	cpd00442	C27H36N7O22P3S	-6
C00568	cpd00443	C7H6NO2	-1
C00570	cpd00444	C11H19N4O11P2	-1
C00571	cpd00445	C6H14N	1
C00575	cpd00446	C10H11N5O6P	-1
C00576	cpd00447	C5H12NO	1
C00577	cpd00448	C3H6O3	0
C00579	cpd00449	C8H17NOS2	0
C00580	cpd00450	C2H6S	0
C00581	cpd00451	C3H7N3O2	0
C00582	cpd00452	C29H38N7O17P3S	-4
C00583	cpd00453	C3H8O2	0
C00584	cpd00454	C20H31O5	-1
C00586	cpd00455	C6H12O5	0
C00587	cpd00456	C7H5O3	-1
C00588	cpd00457	C5H13NO4P	-1
C00590	cpd00458	C10H12O3	0
C00591	cpd00459	C10H15NO9R	-1
C00593	cpd00460	C2H3O4S	-1
C00596	cpd00461	C5H5O3	-1
C00599	cpd00463	C27H44O	0
C00601	cpd00464	C8H8O	0
C05241	cpd00465	C3H5N2O4	-1
C00603	cpd00465	C3H5N2O4	-1
C00604	cpd00466	C12H8N2	0
C00606	cpd00467	C3H6NO4S	-1
C00608	cpd00468	C5H8O6PR	-2
C00611	cpd00469	C14H25NO11	0
G00246	cpd00469	C14H25NO11	0
C00612	cpd00470	C9H23N3O	2
C00616	cpd00471	C15H8O10S	-2
G11110	cpd00472	C15H19N2O18P2	-3
C00617	cpd00472	C15H19N2O18P2	-3
C00618	cpd00473	C6H9O7	-1
C00619	cpd00474	C19H28O	0
C00620	cpd00475	C5H9O8P	-2
C00624	cpd00477	C7H9NO5	-2
C00627	cpd00478	C8H10NO6P	-2
C00628	cpd00479	C7H5O4	-1
C06473	cpd00480	C6H9O7	-1
C00630	cpd00481	C25H38N7O17P3S	-4
C00631	cpd00482	C3H4O7P	-3
C00632	cpd00483	C7H6NO3	-1
C00633	cpd00484	C7H6O2	0
C00636	cpd00485	C6H11O9P	-2
C00637	cpd00486	C10H9NO	0
C00638	cpd00487	C3H4O2R	-1
C00639	cpd00488	C20H33O5	-1
C00642	cpd00489	C8H7O3	-1
C00643	cpd00490	C11H12N2O3	0
C01096	cpd00491	C6H13O9P	-2
C00645	cpd00492	C8H15NO6	0
C00647	cpd00493	C8H12N2O5P	-1
C00650	cpd00494	C8H7NO2	0
C00651	cpd00495	C6H8NO4	-1
C00652	cpd00496	C5H8O5	0
C00655	cpd00497	C10H11N4O9P	-2
C06006	cpd00498	C6H9O4	-1
C00659	cpd00498	C6H9O4	-1
C01231	cpd00499	C6H10O12P2	-4
C00660	cpd00499	C6H10O12P2	-4
C00663	cpd00501	C6H11O9P	-2
C00664	cpd00502	C20H22N8O6	-2
C00665	cpd00503	C6H10O12P2	-4
C00666	cpd00504	C7H14N2O4	0
C00669	cpd00506	C8H13N2O5S	-1
C00670	cpd00507	C8H20NO6P	0
C00671	cpd00508	C6H9O3	-1
C00672	cpd00509	C5H9O7P	-2
C00673	cpd00510	C5H9O7P	-2
C00674	cpd00511	C19H28O2	0
C00675	cpd00512	C5H8O6PR	-2
C00676	cpd00513	C5H8O6PR	-2
C00677	cpd00514	C5H9O12P3R	-3
C00679	cpd00515	C6H6O7	-2
C00680	cpd00516	C7H14N2O4	0
C00681	cpd00517	C21H39O7P	-2
C00682	cpd00518	C6H5O4	-1
C00683	cpd00519	C25H35N7O19P3S	-5
C00684	cpd00520	C5H7O5	-1
C11907	cpd00521	C16H22N2O15P2	-2
C00688	cpd00522	C16H22N2O15P2	-2
C00689	cpd00523	C12H21O14P	-2
G09795	cpd00523	C12H21O14P	-2
C00691	cpd00524	C6H10O6	0
C00692	cpd00525	C28H39N5O23P2	-4
C00695	cpd00526	C24H39O5	-1
C00696	cpd00527	C20H31O5	-1
C00697	cpd00528	N2	0
C00700	cpd00530	C10H12N4O15P3	-3
C00703	cpd00531	Hg	2
C00704	cpd00532	O2	-1
C00705	cpd00533	C9H13N3O10P2	-2
C05590	cpd00534	I	-1
C00708	cpd00534	I	-1
C00712	cpd00536	C18H33O2	-1
C00713	cpd00537	C18H32O16	0
G00746	cpd00537	C18H32O16	0
G00277	cpd00537	C18H32O16	0
C00715	cpd00538	C6H5N5O	0
C00719	cpd00540	C5H11NO2	0
C00725	cpd00541	C8H13O2S2	-1
C00726	cpd00542	CNR	0
C00727	cpd00543	C7H8O2	0
C00729	cpd00544	C8H16NO	1
C00732	cpd00545	C16H24N2O4	0
C00735	cpd00546	C21H30O5	0
C00736	cpd00547	C3H7NO2S	0
C00738	cpd00548	C6H12O6	0
C00739	cpd00549	C6H15N2O2	1
C00740	cpd00550	C3H7NO3	0
C00741	cpd00551	C4H6O2	0
C00742	cpd00552	F	-1
C16487	cpd00552	F	-1
C00744	cpd00553	C45H76NO17	1
C00745	cpd00554	C10H15N2	1
C00746	cpd00555	C43H67N12O12S2	1
C00747	cpd00556	C5H5N	0
C00748	cpd00557	C42H36FeN4O16	-8
C00750	cpd00558	C10H30N4	4
C00751	cpd00559	C30H50	0
C00753	cpd00560	W	0
C00755	cpd00561	C8H8O3	0
C00756	cpd00562	C8H18O	0
C00757	cpd00563	C20H18NO4	1
C00758	cpd00564	C11H5O4	-1
C00761	cpd00565	C16H22O8	0
C00762	cpd00566	C21H28O5	0
C00763	cpd00567	C5H9NO2	0
C00764	cpd00568	C6H12O6	0
G01686	cpd00569	C56H92O29	0
C00765	cpd00569	C56H92O29	0
G00422	cpd00569	C56H92O29	0
C00766	cpd00570	C15H12O2	0
C00767	cpd00571	C6H8O8	-2
C00818	cpd00571	C6H8O8	-2
C00768	cpd00572	C6H9N3O2	0
C00770	cpd00573	C6H11O7	-1
C00772	cpd00574	C6H9O4	-1
C00773	cpd00575	C34H62N5O9	-1
C00774	cpd00576	C15H14O5	0
C00777	cpd00577	C20H27O2	-1
C00779	cpd00578	C10H10O4	0
C00780	cpd00579	C10H13N2O	1
C00783	cpd00580	C8H14NO	1
C00785	cpd00581	C6H5N2O2	-1
C00786	cpd00582	C16H14O5	0
C00788	cpd00583	C9H14NO3	1
C00789	cpd00584	C14H23N3O15P2	-2
C00791	cpd00585	C4H7N3O	0
C00792	cpd00586	C6H15N4O2	1
C00793	cpd00587	C3H7NO2S	0
C00794	cpd00588	C6H14O6	0
C00795	cpd00589	C6H12O6	0
C00796	cpd00590	C19H10O6	-2
C00797	cpd00591	C2H8N	1
C00798	cpd00592	C22H32N7O17P3S	-4
C00799	cpd00593	C15H10O2	0
C00800	cpd00594	C6H11O7	-1
C00801	cpd00595	C5H9O4R	0
C00802	cpd00596	C3H3N2O4	-1
C00803	cpd00597	C5H9O2	-1
C00804	cpd00598	C3HO2	-1
C00805	cpd00599	C7H5O3	-1
C00808	cpd00601	C10H16O	0
C18369	cpd00602	C10H16O	0
C00809	cpd00602	C10H16O	0
C00811	cpd00604	C9H7O3	-1
C00813	cpd00605	C4H3N2O3	-1
C00814	cpd00606	C16H11O5	-1
C00815	cpd00607	C5H6O5	-2
C00817	cpd00608	C6H11O7	-1
C00819	cpd00610	C5H10N2O3	0
C00820	cpd00611	C4H9NO3	0
C00822	cpd00612	C9H9NO4	0
C00823	cpd00613	C16H34O	0
C00824	cpd00614	FeS	0
C00825	cpd00615	C18H42N5O10	5
C00826	cpd00616	C10H12NO5	-1
C00827	cpd00617	C24H36N7O18P3S	-4
C00829	cpd00618	C10H8	0
C00830	cpd00619	C3O5	-2
C00831	cpd00620	C11H22N2O4S	0
C00832	cpd00621	C23H50N5O14	5
C00835	cpd00622	C9H11N5O3	0
C00836	cpd00623	C18H40NO2	1
C00837	cpd00624	C8H20N6O4	2
C00841	cpd00625	C11H6O4	0
C00842	cpd00626	C16H24N2O16P2	-2
C00843	cpd00627	C10H18O	0
C00844	cpd00628	C14H17NO6	0
C00845	cpd00629	C26H34N7O18P3S	-4
C00846	cpd00630	C6H6O5	-2
C00847	cpd00631	C8H8NO4	-1
C00848	cpd00632	C10H16O2	0
C00849	cpd00633	C4H8O2	0
C00852	cpd00634	C16H17O9	-1
C00853	cpd00635	C62H88CoN13O14P	-1
C00854	cpd00636	C6H12O	0
