Kegg_ID	ModelSeed_ID	formula	charge
C18362	cpd19627	C20H20ClN3O3	0
C18363	cpd19628	C17H20O5S	0
C18364	cpd19629	C15H11ClNO2	-1
C18365	cpd19630	C45H69N11O12S	0
C18366	cpd19631	INaO3	1
C18367	cpd19632	C23H25ClN2	0
C18368	cpd19633	HClO2	0
C18370	cpd19634	C6H15ClN3O2R	0
C18371	cpd19635	C21H46ClN	0
C18372	cpd19636	C26H40Cl2N10O4	2
C18373	cpd19637	C19H25NO4	0
C18374	cpd19638	C21H29ClO3	0
C18375	cpd19639	C22H27ClO5	0
C18376	cpd19640	C17H27ClN4O3S2	0
C18377	cpd19641	C24H36N8O4S2	2
C18378	cpd19642	C11H9NaO5S	0
C18379	cpd19643	C6H10CaO4	0
C18380	cpd19644	C10H14CaO6	2
C18381	cpd19645	CaI2	0
C18382	cpd19646	C2H10I2N2	0
C18383	cpd19647		0
C18384	cpd19648	C6H10MgO4	2
C18385	cpd19649	Na2O3Se	0
C18386	cpd19650	C12H13N4NaO4S	0
C18387	cpd19651	C12H13N3O4S2	0
C18388	cpd19652	C14H17N7	2
C18389	cpd19653	C19H18N6O6	0
C18390	cpd19654	C60H90N6O14	0
C18391	cpd19655	C23H23IN2S2	0
C18392	cpd19656	C12H5Br4O5P	-2
C18393	cpd19657	C6H2I2NO3	-1
C18394	cpd19658	C13H19ClNO3PS2	0
C18395	cpd19659	C10H23O2PS2	0
C18396	cpd19660	C8H11NO	0
C18397	cpd19661	C9H10NO3PS	0
C18398	cpd19662	C10H13Cl2O3PS	0
C18399	cpd19663	C2H5ClO3P	-1
C18400	cpd19664	C8H19O2PS3	0
C18401	cpd19665	C2H6O3P	-1
C18402	cpd19666	C9H18NO3PS2	0
C18403	cpd19667	C11H20N3O3PS	0
C18404	cpd19668	C11H15BrClO3PS	0
C18405	cpd19669	C11H15Cl2O2PS2	0
C18406	cpd19670	C14H18ClN2O3PS	0
C18407	cpd19671	C9H11Cl2O3PS	0
C18408	cpd19672	C26H21F6NO5	0
C18409	cpd19673	C26H21Cl2NO4	0
C18410	cpd19674	C25H28O3	0
C18411	cpd19675	C22H23NO3	0
C18412	cpd19676	C25H29FO2Si	0
C18413	cpd19677	C22H19Br4NO3	0
C18414	cpd19678	C17H25N3O4S2	0
C18415	cpd19679	C18H24FN3O3S	0
C18416	cpd19680	C20H32N2O3S	0
C18417	cpd19681	C16H16N2O4	0
C18418	cpd19682	C11H15NO2	0
C18419	cpd19683	C7H13N3O3S	0
C18420	cpd19684	C16H16N2O4	0
C18421	cpd19685	C9H21ClN2O2	0
C18422	cpd19686	C18H22N2O2S	0
C18423	cpd19687	C10H18N4O4S3	0
C18424	cpd19688	C2H4NNaS2	0
C18425	cpd19689	C17H19ClN2O	0
C18426	cpd19690	C20H9Cl3F5N3O3	0
C18427	cpd19691	C17H20N2O	0
C18428	cpd19692	C9H10Cl2N2O	0
C18429	cpd19693	C18H21FN5O8S	-1
C18430	cpd19694	C21H11ClF6N2O3	0
C18431	cpd19695	C14H13IN5NaO6S	0
C18432	cpd19696	C10H17N3O2	0
C18433	cpd19697	C14H21N3O3	0
C18434	cpd19698	C17H8Cl2F8N2O3	0
C18435	cpd19699	C14H20N2O	0
C18436	cpd19700	C9H16N4OS	0
C18437	cpd19701	C14H6Cl2F4N2O2	0
C18438	cpd19702	C13H15N10O5S	-1
C18439	cpd19703	C17H18N5O6S	-1
C18440	cpd19704	C15H17N4O7S	-1
C18441	cpd19705	C13H11F3N5O5S	-1
C18442	cpd19706	C13H14ClN6O7S	-1
C18443	cpd19707	C14H12ClN6O5S	-1
C18444	cpd19708	C14H17N6O7S	-1
C18445	cpd19709	CCl3NO2	0
C18446	cpd19710	C10Cl10	0
C18447	cpd19711	CH3Br	0
C18448	cpd19712	CH3I	0
C18449	cpd19713	C4H14N4S4	0
C18450	cpd19714	C5H8N2S4Zn	0
C18451	cpd19715	C12H6Cl4O2S	0
C18452	cpd19716	C12H16O4S	0
C18453	cpd19717	C19H18N4NaO8	-1
C18454	cpd19718	C18H14BrCl2N5O2	0
C18455	cpd19719	C15H11BrClF3N2O	0
C18456	cpd19720	C15H18ClN3O	0
C18457	cpd19721	C5H10N2S2	0
C18458	cpd19722	C11H8Cl2N2O	0
C18459	cpd19723	C19H17Cl2N3O3	0
C18460	cpd19724	C5H5Cl3N2OS	0
C18461	cpd19725	C19H17ClN4	0
C18462	cpd19726	C12H6F2N2O2	0
C18463	cpd19727	C9H6F3N3O	0
C18464	cpd19728	C14H8Cl3F3N2O	0
C18465	cpd19729	C15H15F3N2O2	0
C18466	cpd19730	C14H17Cl2N3O	0
C18467	cpd19731	C17H21ClN2O2S	0
C18468	cpd19732	C17H13Cl3N4S	0
C18469	cpd19733	C11H21N4O2PS	0
C18470	cpd19734	C20H17ClO3	0
C18471	cpd19735	C18H24ClN3O	0
C18472	cpd19736	C6H13N4O2	1
C18473	cpd19737	C6H15N4O3	1
C18474	cpd19738	C4H3N2O2	-1
C18475	cpd19739	C7H16ClN	0
C18476	cpd19740	C17H22ClN3O	0
C18477	cpd19741	C15H17ClN4	0
C18478	cpd19742	C18H14N2O6S	-2
C18479	cpd19743	C15H20ClN3O	0
C18480	cpd19744	C18H23N3O4	0
C18481	cpd19745	C16H13F5N5O5S	-1
C18482	cpd19746	C16H20F3N3OS	0
C18483	cpd19747	C10H9NO3S	0
C18484	cpd19748	C18H14Cl4F3NO3	0
C18485	cpd19749	C15H14N2O4S	0
C18486	cpd19750	C17H19N3O6	0
C18487	cpd19751	C11H11NO	0
C18488	cpd19752	C23H30O4	0
C18489	cpd19753	C16H22ClN3O	0
C18490	cpd19754	C13H11Cl2F4N3O	0
C18491	cpd19755	C21H22ClN3O2	0
C18492	cpd19756	C9H7N3S	0
C18493	cpd19757	C15H15ClF3N3O	0
C18494	cpd19758	C15H18ClN3O	0
C18495	cpd19759	C21H23F2NO2	0
C18496	cpd19760	C15H18Cl2N2O3	0
C18497	cpd19761	C16H22N4O3S	0
C18498	cpd19762	C7H10N4O3	0
C18499	cpd19763	C12H18ClNO2S	0
C18500	cpd19764	C16H15Cl2NO3	0
C18501	cpd19765	C16H20ClN5O2	0
C18502	cpd19766	C17H16F3NO2	0
C18503	cpd19767	C17H20ClN3O2	0
C18504	cpd19768	C18H24N2O4	0
C18505	cpd19769	C13H6Br2F6N2O2S	0
C18506	cpd19770	C18H22O3	0
C18507	cpd19771	C10H11ClN4	0
C18508	cpd19772	C6H8ClN5O2S	0
C18509	cpd19773	C7H15N4O3	1
C18510	cpd19774	C19H24O3	0
C18511	cpd19775	C11H15ClN4O2	0
C18512	cpd19776	C10H9ClN4S	0
C18513	cpd19777	C8H10ClN5O3S	0
C18514	cpd19778	C23H14ClO3	-1
C18515	cpd19779	C24H30N2O3	0
C18516	cpd19780	C20H17F5N2O2	0
C18517	cpd19781	C24H24F3NO4	0
C18518	cpd19782	C15H18Cl2N2O	0
C18519	cpd19783	C15H18Cl2N2O2	0
C18520	cpd19784	C23H22F7IN2O4S	0
C18521	cpd19785	C13H7Cl2F3N2O4S	0
C18522	cpd19786	C23H22ClNO4	0
C18523	cpd19787	C24H16F6N4O2	0
C18524	cpd19788	C18H26O2	0
C18525	cpd19789	C22H28N2O3	0
C18526	cpd19790	C22H28N2O2	0
C18527	cpd19791	C15H11F3NO4	-1
C18528	cpd19792	C9H8ClO3	-1
C18529	cpd19793	C11H12ClO3	-1
C18530	cpd19794	C19H17ClN2O4	0
C18531	cpd19795	C16H15Cl2NO2	0
C18532	cpd19796	C11H11ClN2O2	0
C18533	cpd19797	C12H11NO	0
C18534	cpd19798	C12H9NaO2	0
C18535	cpd19799	C24H32O4	0
C18536	cpd19800	C22H19ClO4S2	0
C18537	cpd19801	C11H22N5S	1
C18538	cpd19802	C15H26O3	0
C18539	cpd19803	C17H29NO3S	0
C18540	cpd19804	C17H24ClNO4	0
C18541	cpd19805	C13H15O5	-1
C18542	cpd19806	C10H20N5S	1
C18543	cpd19807	C19H14ClF5N4O2	0
C18544	cpd19808	C14H20FN3OSi	0
C18545	cpd19809	C24H31N3O2	0
C18546	cpd19810	C7H2I2NO	-1
C18547	cpd19811	C18H12Cl2N2O	0
C18548	cpd19812	C17H19NO2	0
C18549	cpd19813	C19H11F5N2O2	0
C18550	cpd19814	C11H10ClN3OS	0
C18551	cpd19815	C10H4Cl2FNO2	0
C18552	cpd19816	C13H9Cl2F3N4OS	0
C18553	cpd19817	C21H24Cl2O4	0
C18554	cpd19818	C15H13Cl2F3N2O4	0
C18555	cpd19819	C22H20Cl2N2O3	0
C18556	cpd19820	C20H16Cl2N2O3	0
C18557	cpd19821	C31H44O7	0
C18558	cpd19822	C22H17N3O5	0
C18559	cpd19823	C16H16N2O3	0
C18560	cpd19824	C18H25N5O5	0
C18561	cpd19825	C19H18ClN3O4	0
C18562	cpd19826	C20H19F3N2O4	0
C18563	cpd19827	C17H22NO4S4	1
C18564	cpd19828	C6H16N2O5P	-1
C18565	cpd19829	C3H10N2O5P	-1
C18566	cpd19830	H2CaO2	2
C18567	cpd19831	O4STl2	0
C18568	cpd19832	C24H53N7O6	0
C18569	cpd19833	C22H17ClF3N3O7	0
C18570	cpd19834	C10H8ClN3O	0
C18571	cpd19835	C20H19Cl2NO2	0
C18572	cpd19836	C42H50Cl2N6O8	-2
C18573	cpd19837	C13H13ClN4O2S	0
C18574	cpd19838	C14H4N2O2S2	0
C18575	cpd19839	C8H6N2	0
C18576	cpd19840	C14H8Cl2N4	0
C18577	cpd19841	C12H12N2	2
C18578	cpd19842	C13H3Cl2F6N4O4	-1
C18579	cpd19843	C15H19N4	1
C18580	cpd19844	C18H10Cl2F5N5S	0
C18581	cpd19845	C13H13BrFN5O4S2	0
C18582	cpd19846	C14H21N3O4	0
C18583	cpd19847	C21H22ClNO4	0
C18584	cpd19848	C10H6ClNO2	0
C18585	cpd19849	C5H13ClN	1
C18586	cpd19850	C2H2CaO4	0
C18587	cpd19851	C2H3NS	0
C18588	cpd19852	C2H2FNaO2	0
C18589	cpd19853	C17H20N2O3	0
C18590	cpd19854	C10H11N5O	0
C18591	cpd19855	C22H18N2O4	0
C18592	cpd19856	C17H17ClFNO4	0
C18593	cpd19857	C14H17Cl2NO2	0
C18594	cpd19858	C10H11N2NaO3S	0
C18595	cpd19859	C20H21F3N2O5	0
C18596	cpd19860	C30H22BrO4	-1
C18597	cpd19861	C8H5Cl2O3	-1
C18598	cpd19862	C15H18N3O4	-1
C18599	cpd19863	C17H13O5	-1
C18600	cpd19864	C3H3Cl2O2	-1
C18601	cpd19865	C18H33NaO2	0
C18602	cpd19866	C19H26O4S	0
C18603	cpd19867	C20H28ClN3O2	0
C18604	cpd19868	C12H10ClN3O	0
C18605	cpd19869	C20H19NO3	0
C18606	cpd19870	CHKO3	0
C18607	cpd19871	C20H20FNO4	0
C18608	cpd19872	C10H10ClO3	-1
C18609	cpd19873	C17H26ClNO3S	0
C18610	cpd19874	C42H63NO16	-2
C18611	cpd19875	C8H2Cl4O2	0
C18612	cpd19876	C33H60I2O10	0
C18613	cpd19877	C15H15ClN6	0
C18614	cpd19878	C19H25ClN2OS	0
C18615	cpd19879	C15H10ClF3N2O3	0
C18616	cpd19880	C4H5O4RS	0
C18617	cpd19881	C3H3O4RS	0
C18618	cpd19882	C3H4NO3RS	0
C18619	cpd19883	C11H16N2O2	0
C18620	cpd19884	C6H4NO3	-1
C18621	cpd19885	C10H6NO3	-1
C18622	cpd19886	C10H13NO3	0
C18623	cpd19887	C8H9NO2	0
C18624	cpd19888	C9H5N2O2	-1
C18625	cpd19889	C7H4NO4	-1
C18626	cpd19890	C15H21NO4	0
C18628	cpd19891	C12H22N4S4	0
C18629	cpd19892	C20H15O7	-1
C18630	cpd19893	C21H16O8	0
C18631	cpd19894	C21H18O8	0
C18632	cpd19895	C21H18O9	0
C18633	cpd19896	C39H50NO16	1
C18634	cpd19897	C30H36NO10	1
C18635	cpd19898	C36H46NO13	1
C18636	cpd19899	C16H24N2O14P2	-2
C18637	cpd19900	C42H56NO15	1
C18638	cpd19901	C42H54NO15	1
G09914	cpd19901	C42H54NO15	1
C18639	cpd19902	C42H52NO15	1
C18640	cpd19903	C30H36NO11	1
C18641	cpd19904	C29H33NO11	0
C18642	cpd19905	C28H34NO10	1
C18643	cpd19906	C18H30N3O13P2	-1
C18644	cpd19907	C12H16N3O3PS2	0
C18645	cpd19908	C7H14N2O2S	0
C18646	cpd19909	C7H14N2O4S	0
C18647	cpd19910	H2As2Ca3O8	2
C18648	cpd19911	HAsO4Pb	0
C18649	cpd19912	C11H15NO2S	0
C18650	cpd19913	C18H26N2O5S	0
C18651	cpd19914	C11H15NO2S	0
C18652	cpd19915	C9H18N2O2S	0
C18653	cpd19916	C7H5N2O5	-1
C18654	cpd19917	C12H14Cl3O4P	0
C18655	cpd19918	C6H15O3PS2	0
C18656	cpd19919	C8H16NO5P	0
C18657	cpd19920	C12H16N3O3PS	0
C18658	cpd19921	C10H16NO5PS2	0
C18659	cpd19922	C13H22NO3PS	0
C18660	cpd19923	C9H12ClO4P	0
C18661	cpd19924	C10H20NO5PS2	0
C18662	cpd19925	C5H12NO4PS	0
C18663	cpd19926	C7H14NO5P	0
C18664	cpd19927	C6H15O4PS2	0
C18665	cpd19928	C6H15O2PS3	0
C18666	cpd19929	C8H18NO4PS2	0
C18667	cpd19930	C2H8NO2PS	0
C18668	cpd19931	C11H16N3O2	1
C18669	cpd19932	C10H20NO4PS	0
C18670	cpd19933	H2HgO	2
C18671	cpd19934	C10H11N2O5	-1
C18672	cpd19935	CH3Hg	1
C18673	cpd19936	CHNNa	1
C18674	cpd19937	P2Zn3	0
C18675	cpd19938	C2H4FNO	0
C18676	cpd19939	C3H7ClO2	0
C18677	cpd19940	C6H11Cl4O3PS	0
C18678	cpd19941	C19H18O6	0
C18679	cpd19942	C19H16O5	0
C18680	cpd19943	C24H21NO6	0
C18681	cpd19944	C25H28O9	0
C18682	cpd19945	C19H14O5	0
C18683	cpd19946	C25H24O8	0
C18684	cpd19947	C31H34O12	0
C18685	cpd19948	C37H44O14	0
C18686	cpd19949	C5H12ClO2PS2	0
C18687	cpd19950	C8H19O2PS2	0
C18688	cpd19951	C7H13O6P	0
C18689	cpd19952	C10H19ClNO5P	0
C18690	cpd19953	C7H17O2PS3	0
C18691	cpd19954	C8H20O5P2S2	0
C18692	cpd19955	C13H23N2O3PS	0
C18693	cpd19956	C9H21O2PS3	0
C18694	cpd19957	C31H22BrO3	-1
C18695	cpd19958	C31H22BrO2S	-1
C18696	cpd19959	C33H24F3O4	-1
C18697	cpd19960	C14H7Br3F3N3O4	0
C18698	cpd19961	C23H15O3	-1
C18699	cpd19962	C18H28NO4	-1
C18700	cpd19963	C9H18N5S	1
C18701	cpd19964	C12H11Cl2N3O2	0
C18702	cpd19965	C9H10ClN2O5PS	0
C18703	cpd19966	C14H24NO4PS3	0
C18704	cpd19967	C13H12BrCl2N3O	0
C18705	cpd19968	C24H33NO4	0
C18706	cpd19969	C4H12N	1
C18707	cpd19970	C8H11Cl3O6	0
C18708	cpd19971	C19H32Cl3P	0
C18709	cpd19972	C20H15O8	-1
C18710	cpd19973	C47H61O21	-1
C18711	cpd19974	C52H74O24	0
C18712	cpd19975	H4CuO2	2
C18713	cpd19976	CuO4S	0
C18714	cpd19977	H2Cu2O	2
C18715	cpd19978	C22H19Cl2NO3	0
C18716	cpd19979	C15H11Cl2O4	-1
C18717	cpd19980	C17H17N2	1
C18718	cpd19981	C13H18ClNO2	0
C18719	cpd19982	C6H10O4S2	0
C18720	cpd19983	C15H17Cl2N3O	0
C18721	cpd19984	C14H18N2O7	0
C18722	cpd19985	C16H17NO	0
C18723	cpd19986	C15H33N3O2	0
C18724	cpd19987	C8H8Na2O5	0
C18725	cpd19988	C9H22O4P2S4	0
C18726	cpd19989	C19H32N	1
C18727	cpd19990	C20H22N2O	0
C18728	cpd19991	C20H18O2Sn	0
C18729	cpd19992	C18H16OSn	0
C18730	cpd19993	C12H13ClF3N3O4	0
C18731	cpd19994	C14H13F4N3O2S	0
C18732	cpd19995	C16H8ClF3NO7	-1
C18733	cpd19996	C16H15F2N3Si	0
C18734	cpd19997	C16H13F2N3O	0
C18735	cpd19998	C12H11ClF3NO3	0
C18736	cpd19999	C15H9ClF3N2O6S	-1
C18737	cpd20000	C11H8N2O	0
C18739	cpd20001	C14H14Cl2N2O	0
C18740	cpd20002	C15H17I2NO2	0
C18741	cpd20003	C11H13ClO2S	0
C18742	cpd20004	C10H10ClO3	-1
C18743	cpd20005	C11H12F3N2O3S	-1
C18744	cpd20006	C8H16O4	0
C18745	cpd20007	C7H13O5PS	0
C18746	cpd20008	C9H11NO4S2	0
C18747	cpd20009	C9H11NO2	0
C18748	cpd20010	C4H6N2Na2S4	0
C18749	cpd20011	C4H7Br2Cl2O4P	0
C18750	cpd20012	C12H9O3	-1
C18751	cpd20013	C6H3Cl4N	0
C18752	cpd20014	C11H19NOS	0
C18753	cpd20015	C14H18N2O4	0
C18754	cpd20016	C10H9Cl4NO2S	0
C18755	cpd20017	C10H21NOS	0
C18756	cpd20018	C11H12NO4PS2	0
C18757	cpd20019	C12H15N2O3PS	0
C18758	cpd20020	C14H28NO3PS2	0
C18759	cpd20021	C11H14ClNO	0
C18760	cpd20022	C14H21NOS	0
C18761	cpd20023	C14H20N3O5PS	0
C18762	cpd20024	C14H17N2O4PS	0
C18763	cpd20025	C17H12ClN2O4	-1
C18764	cpd20026	C22H21ClN2O5	0
C18765	cpd20027	ClNaO3	1
C18766	cpd20028	C10H5F17NO2S	-1
C18767	cpd20029	C7H2Cl3O2	-1
C18768	cpd20030	C10H19N5O	0
C18769	cpd20031	C20H27NO3	0
C18770	cpd20032	C13H22N4O3S	0
C18771	cpd20033	C10H13NO2	0
C18772	cpd20034	C17H25NO5	0
C18773	cpd20035	H6N2O3S	0
C18774	cpd20036	C15H16N2O2	0
C18775	cpd20037	C9H5ClNO3S	-1
C18776	cpd20038	C13H24N4O3S	0
C18777	cpd20039	C13H9ClN4O6S	-2
C18778	cpd20040	C25H24O9	0
C18779	cpd20041	C6H2Cl2NO2	-1
C18780	cpd20042	C11H21NOS	0
C18781	cpd20043	C23H32N2OS	0
C18782	cpd20044	C8H11Cl2NO	0
C18783	cpd20045	C15H19ClN4O3	0
C18784	cpd20046	C11H19N3O	0
C18785	cpd20047	C11H13F3N4O4	0
C18786	cpd20048	C18H36NO	1
C18787	cpd20049	C20H34NO	1
C18788	cpd20050	C16H12ClFNO3	-1
C18789	cpd20051	C3H7NO4P	-1
C18790	cpd20052	C26H22ClF3N2O3	0
C18791	cpd20053	C18H19ClN2O2	0
C18792	cpd20054	C17H20N2O	0
C18793	cpd20055	C9H11BrN2O2	0
C18794	cpd20056	C9H11ClN2O2	0
C18795	cpd20057	C17H25NO2	0
C18796	cpd20058	C5H9NO	0
C18797	cpd20059	C2HNOR2	0
C18798	cpd20060	C36H48N7O19P	-4
C18799	cpd20061	C36H50N7O19P	-4
C18800	cpd20062	C14H16ClNO3	0
C18801	cpd20063	C13H15Cl2N3	0
C18803	cpd20064	C19H23ClN2O2S	0
C18804	cpd20065	C14H12Cl2N2O	0
C18805	cpd20066	C13H10ClN2NaO4S	0
C18806	cpd20067	C10H4Cl2NO2	-1
C18807	cpd20068	C21H27NO5	0
C18808	cpd20069	C2Cl3NaO2	0
C18809	cpd20070	C16H20O6P2S3	0
C18810	cpd20071	C9H16ClN5	0
C18811	cpd20072	C10H20N5S	1
C18812	cpd20073	C9H7N4OS	-1
C18813	cpd20074	C10H16Cl3NOS	0
C18814	cpd20075	C9H16ClN5	0
C18815	cpd20076	C17H20ClN3O	0
C18816	cpd20077	AlF6Na3	0
C18817	cpd20078	C10H13ClN2O	0
C18818	cpd20079	C15H18N5O7S	-1
C18819	cpd20080	C9H8ClNaO4	0
C18820	cpd20081	C9H11Cl2FN2O2S2	0
C18821	cpd20082	C13H10Cl2FN5O3S	0
C18822	cpd20083	C55H74O22	0
C18823	cpd20084	C49H64O20	0
C18824	cpd20085	C43H54O17	0
C18825	cpd20086	C12H17O7	-1
C18826	cpd20087	C15H16F5NO2S2	0
C18827	cpd20088	C13H14F3N3O4	0
C18828	cpd20089	C11H19N3O	0
C18829	cpd20090	C13H18O5S	0
C18830	cpd20091	C11H21NO3	0
C18831	cpd20092	C12H8Cl5N3O2	0
C18832	cpd20093	C10H6Cl2N2	0
C18833	cpd20094	C12H11NO2	0
C18834	cpd20095	C27H39N7O19P3S	-5
C18835	cpd20096	C16H13O5	-1
C18836	cpd20097	C16H15O6	-1
C18837	cpd20098	C16H14ClO6	-1
C18838	cpd20099	C17H15ClO6	0
C18839	cpd20100	C53H71O24	-1
C18840	cpd20101	C17H13O5	-1
C18841	cpd20102	C18H15O5	-1
C18842	cpd20103	C19H17O5	-1
C18843	cpd20104	C19H17O5	-1
C18844	cpd20105	C46H80N2O15	2
C18845	cpd20106	C37H62NO12	1
C18846	cpd20107	C37H62NO11	1
C18847	cpd20108	C37H62NO12	1
C18848	cpd20109	C20H30O5	0
C18849	cpd20110	C16H12ClF4N3O4	0
C18850	cpd20111	C12H8F3N5O3S	0
C18851	cpd20112	C12H10F3N4NaO6S	0
C18852	cpd20113	C12H9F2N5O2S	0
C18853	cpd20114	C10H11F3N2O	0
C18854	cpd20115	C3HF4O2	-1
C18855	cpd20116	C15H14F3N5NaO7S	-1
C18856	cpd20117	C14H9O3	-1
C18857	cpd20118	C19H14F3NO	0
C18858	cpd20119	C7H4Cl2FN2O3	-1
C18859	cpd20120	C14H12ClFN3O3S2	-1
C18860	cpd20121	C9H4Cl3NO2S	0
C18861	cpd20122	C16H8Cl2F6N2O3	0
C18862	cpd20123	C17H30O2	0
C18863	cpd20124	C10H22OS	0
C18864	cpd20125	C13H14N3O3	-1
C18865	cpd20126	C15H18N3O3	-1
C18866	cpd20127	C18H28N2O3	0
C18867	cpd20128	C14H13Cl2N5O4S	0
C18868	cpd20129	C17H21NO2	0
C18869	cpd20130	C18H12NO3	-1
C18870	cpd20131	C20H30N6O12S2Se	-2
C18871	cpd20132	C10H16N3O6SSe	-1
C18872	cpd20133	C3H9Se	1
C18873	cpd20134	C14H17NO6	0
C18874	cpd20135	C12H9ClF3N3O	0
C18875	cpd20136	C17H9ClF8N2O4	0
C18876	cpd20137	C17H7Cl2F9N2O3	0
C18877	cpd20138	C12H18N4O6S	0
C18878	cpd20139	C12H12N2O3	0
C18879	cpd20140	C18H14CuN2O2	2
C18880	cpd20141	C19H30O5	0
C18881	cpd20142	C15H11ClF3NO4	0
C18882	cpd20143	C13H18ClNO	0
C18883	cpd20144	C14H8F4N4O7S	-2
C18884	cpd20145	C13H17F3N4O4	0
C18885	cpd20146	C9H21N2O2	1
C18886	cpd20147	C22H22ClN3O5	0
C18887	cpd20148	C10H13NO2	0
C18888	cpd20149	C14H15Cl2N3OS	0
C18889	cpd20150	C12H13N6O7S	-1
C18890	cpd20151	C16H16N3O6	-1
C18891	cpd20152	C11H7ClNO2	-1
C18892	cpd20153	C15H8Cl2FNO	0
C18893	cpd20154	C9H17NO5Se	0
C18894	cpd20155	C42H70NO10	1
C18895	cpd20156	C14H12N4O5S	-2
C18896	cpd20157	C15H23NO	0
C18897	cpd20158	C6HCl4NO2	0
C18898	cpd20159	C16H25NOS	0
C18899	cpd20160	C10H13Cl2FN2O2S2	0
C18900	cpd20161	C14H13N5O6S	-2
C18901	cpd20162	C17H18F3N6O6S	-1
C18902	cpd20163	CH3O2Se	-1
C18903	cpd20164	C14H16Cl3NO2	0
C18904	cpd20165	C4H5O3Se	-1
C18905	cpd20166	C4H9NO3Se	0
C18906	cpd20167	C7H14N2O4S	0
C18907	cpd20168	C13H10INO	0
C18908	cpd20169	C9H7Cl5N2O	0
C18909	cpd20170	C14H14ClNO3	0
C18911	cpd20171	C6H10O7P	-3
C18912	cpd20172	C14H21NO3	0
C18913	cpd20173	C14H13NO	0
C18914	cpd20174	C13H15NO2	0
C18915	cpd20175	C13H11NO2	0
C18916	cpd20176	C13H16Cl3NO3	0
C18917	cpd20177	C16H19N5O3	0
C18918	cpd20178	C14H18N4O4S2	0
C18919	cpd20179	C15H14Cl2F3N3O2	0
C18920	cpd20180	C7H3ClF3N3	0
C18921	cpd20181	C12H11Cl2NO4	0
C18922	cpd20182	C16H22N2O7	0
C18923	cpd20183	C8H16N2OS2	0
C18924	cpd20184	C13H11N3O2	0
C18925	cpd20185	C12H14NO4PS	0
C18926	cpd20186	C14H11Cl4O4P	0
C18927	cpd20187	C12H19N6OP	0
C18928	cpd20188	C11H9Cl2NO3	0
C18929	cpd20189	C10H7ClN3O2	-1
C18930	cpd20190	C21H28N2S2	0
C18931	cpd20191	C13H5Cl2N3	0
C18932	cpd20192	C17H12Cl2N2O	0
C18933	cpd20193	C6Cl4O2	0
C18934	cpd20194	C12H12N2OS	0
C18935	cpd20195	C9H5Cl3N4	0
C18936	cpd20196	C8H2Cl4N2	0
C18937	cpd20197	C8H10N3NaO3S	0
C18938	cpd20198	C13H15NO6	0
C18939	cpd20199	C22H16F3N3	0
C18940	cpd20200	C22H44N2O2	0
C18941	cpd20201	C12H7BrClNO2	0
C18942	cpd20202	C13H16N4O3S	0
C18943	cpd20203	C8H19N2OS	1
C18944	cpd20204	C22H18N2O8S	-2
C18945	cpd20205	C8H5ClN2OS2	0
C18946	cpd20206	C9H4N2S3	0
C18947	cpd20207	C16H22N2O2	0
C18948	cpd20208	C26H38N2O4	0
C18949	cpd20209	C16H25NO2	0
C18950	cpd20210	C10H12ClNO2	0
C18951	cpd20211	C11H14ClNO4	0
C18952	cpd20212	C12H18N2O2	0
C18953	cpd20213	C11H13NO4	0
C18954	cpd20214	C9H15N3O2	0
C18955	cpd20215	C16H23NO3	0
C18956	cpd20216	C12H17NO2	0
C18957	cpd20217	C11H15NO2	0
C18958	cpd20218	C8H5BrCl6	0
C18959	cpd20219	C9H6Cl8	0
C18960	cpd20220	C9H4Cl8O	0
C18961	cpd20221	C12H8Cl6	0
C18962	cpd20222	C17H12Cl10O4	0
C18963	cpd20223	C7H16NO4PS2	0
C18964	cpd20224	C8H15N2O4PS3	0
C18965	cpd20225	C8H8BrCl2O3PS	0
C18966	cpd20226	C10H12BrCl2O3PS	0
C18967	cpd20227	C8H14Cl3O5P	0
C18968	cpd20228	C11H16ClO2PS3	0
C18969	cpd20229	C12H14ClN2O3PS	0
C18970	cpd20230	C11H15Cl2O3PS2	0
C18971	cpd20231	C14H19O6P	0
C18972	cpd20232	C12H19ClNO3P	0
C18973	cpd20233	C15H14NO2PS	0
C18974	cpd20234	C10H19N2O4PS	0
C18975	cpd20235	C5H13O3PS2	0
C18976	cpd20236	C5H13O3PS2	0
C18977	cpd20237	C8H19O3PS2	0
C18978	cpd20238	C8H19O3PS2	0
C18979	cpd20239	C6H15O5PS2	0
C18980	cpd20240	C4H12FN2OP	0
C18981	cpd20241	C8H9O3PS	0
C18982	cpd20242	C9H13O6PS	0
C18983	cpd20243	C6H14NO3PS2	0
C18984	cpd20244	C7H17O4PS2	0
C18985	cpd20245	C10H17N2O4PS	0
C18986	cpd20246	C8H8Cl3O3PS	0
C18987	cpd20247	C10H15OPS2	0
C18988	cpd20248	C6H12NO4PS2	0
C18989	cpd20249	C13H19ClNO3PS2	0
C18990	cpd20250		0
C18991	cpd20251		0
C18992	cpd20252	C4H5Cl3	0
C18993	cpd20253	C8H11N	0
C18994	cpd20254		0
C18995	cpd20255		0
C18996	cpd20256		0
C18997	cpd20257		0
C18998	cpd20258		0
C18999	cpd20259	C6H12NO3PS2	0
C19000	cpd20260	C9H21O3PS3	0
C19001	cpd20261	C9H17ClN3O3PS	0
