pw_ID	pw_name	KO	EC	Reaction
map01100	Metabolic pathways	['K12918']	[]	['R06324']
map01100	Metabolic pathways	['K12918']	[]	['R06325']
map01100	Metabolic pathways	['K12918']	[]	['R06327']
map01100	Metabolic pathways	['K04124']	[' 1.14.11.15']	['R06336']
map01100	Metabolic pathways	['K12919']	[]	['R06619']
map01100	Metabolic pathways	['K20666']	[]	['R06329']
map01100	Metabolic pathways	['K05282']	[' 1.14.11.12']	['R05097']
map01100	Metabolic pathways	['K05282']	[' 1.14.11.12']	['R03806']
map01100	Metabolic pathways	['K05282']	[' 1.14.11.12']	['R03807']
map01100	Metabolic pathways	['K24460']	[]	['R06332']
map01100	Metabolic pathways	['K04124']	[' 1.14.11.15']	['R03009']
map01100	Metabolic pathways	['K24442']	[' 1.1.1.424']	['R12643']
map01100	Metabolic pathways	['K24443']	[' 3.1.1.68']	['R02428']
map01100	Metabolic pathways	['K03793']	[' 1.5.1.33']	['R01812']
map01100	Metabolic pathways	['K03793']	[' 1.5.1.33']	['R12644']
map01100	Metabolic pathways	['K06215', 'K08681']	[' 4.3.3.6']	['R10089']
map01100	Metabolic pathways	['K06215', 'K08681']	[' 4.3.3.6']	['R10089']
map01100	Metabolic pathways	['K06215', 'K08681']	[' 4.3.3.6']	['R10089']
map01100	Metabolic pathways	['K24327']	[]	['R12590']
map01100	Metabolic pathways	['K24326']	[]	['R12586']
map01100	Metabolic pathways	['K24312']	[]	['R12555']
map01100	Metabolic pathways	['K24310', 'K24311']	[' 1.1.1.426']	['R12556', 'R12760']
map01100	Metabolic pathways	['K24303']	[]	['R12557']
map01100	Metabolic pathways	['K24304']	[]	['R12558']
map01100	Metabolic pathways	['K24305']	[]	['R12559']
map01100	Metabolic pathways	['K24306']	[]	['R12567']
map01100	Metabolic pathways	['K24307']	[]	['R12562']
map01100	Metabolic pathways	['K24280']	[]	['R12606']
map01100	Metabolic pathways	['K24281']	[]	['R12561']
map01100	Metabolic pathways	['K24282']	[]	['R12563']
map01100	Metabolic pathways	['K24283']	[]	['R12564']
map01100	Metabolic pathways	['K24284']	[]	['R12565']
map01100	Metabolic pathways	['K24285']	[]	['R12568']
map01100	Metabolic pathways	['K19068', 'K24252']	[' 1.1.1.367']	['R12553']
map01100	Metabolic pathways	['K19068']	[' 1.1.1.367']	['R12552']
map01100	Metabolic pathways	['K24258']	[' 5.1.3.28']	['R10676']
map01100	Metabolic pathways	['K24259']	[]	['R12584']
map01100	Metabolic pathways	['K24252']	[]	['R12604']
map01100	Metabolic pathways	['K15894']	[]	['R12554']
map01100	Metabolic pathways	['K15912', 'K24300', 'K24301']	[' 4.2.1.135']	['R10266']
map01100	Metabolic pathways	['K15894', 'K24336']	[' 4.2.1.115']	['R09697']
map01100	Metabolic pathways	['K21131']	[' 4.2.1.168']	['R11409']
map01100	Metabolic pathways	['K21130']	[' 1.1.1.356']	['R10420', 'R10421']
map01100	Metabolic pathways	['K15856']	[' 1.1.1.281']	['R03397', 'R03399']
map01100	Metabolic pathways	['K22252']	[' 1.1.1.135']	['R03396', 'R03398']
map01100	Metabolic pathways	['K20681']	[' 2.3.1.197']	['R09873']
map01100	Metabolic pathways	['K24251']	[]	['R12549']
map01100	Metabolic pathways	['K21379']	[' 2.3.1.209']	['R10174']
map01100	Metabolic pathways	['K16704']	[' 2.3.1.210']	['R10142']
map01100	Metabolic pathways	['K02805']	[' 2.6.1.59']	['R04438']
map01100	Metabolic pathways	['K13308', 'K21328', 'K20428', 'K20429']	[' 2.6.1.33']	['R02773']
map01100	Metabolic pathways	['K13306']	[' 1.1.1.266']	['R05687']
map01100	Metabolic pathways	['K20678']	[' 5.4.99.59']	['R10536']
map01100	Metabolic pathways	['K20679']	[' 5.3.2.3']	['R09904']
map01100	Metabolic pathways	['K20680']	[' 2.6.1.90']	['R09824']
map01100	Metabolic pathways	['K19180', 'K19652']	[' 1.1.1.339', ' 1.1.1.344']	['R02776', 'R10190']
map01100	Metabolic pathways	['K22997']	[' 1.14.99.61']	['R12177']
map01100	Metabolic pathways	['K22998']	[' 1.14.99.62']	['R12178']
map01100	Metabolic pathways	['K12929']	['K12929 (E4.2.3.8)', ' 4.2.3.8']	['R02064']
map01100	Metabolic pathways	['K18385']	[]	['R10349']
map01100	Metabolic pathways	['K18686']	[' 4.2.3.146']	['R10763']
map01100	Metabolic pathways	['K21722']	[' 1.14.13.178']	['R07957', 'R07958']
map01100	Metabolic pathways	['K21724']	[' 1.14.13.128']	['R07965', 'R07966']
map01100	Metabolic pathways	['K07409', 'K17683', 'K00106']	[' 1.14.14.1', ' 1.17.3.2']	['R07945', 'R07977']
map01100	Metabolic pathways	['K07409', 'K21723']	[' 1.14.13.179', ' 1.14.14.1']	['R07939', 'R07954']
map01100	Metabolic pathways	['K21722']	[' 1.14.13.178']	['R07969', 'R07970']
map01100	Metabolic pathways	['K21722']	[' 1.14.13.178']	['R07973', 'R07974']
map01100	Metabolic pathways	['K00622']	[' 2.3.1.5']	['R07940']
map01100	Metabolic pathways	['K07409']	[' 1.14.14.1']	['R07943', 'R07959', 'R07960']
map01100	Metabolic pathways	['K21723']	[' 1.14.13.179']	['R07975', 'R07976']
map01100	Metabolic pathways	['K21723']	[' 1.14.13.179']	['R07967', 'R07968']
map01100	Metabolic pathways	['K06446']	[]	['R06943']
map01100	Metabolic pathways	['K08242']	['K08242 (E2.1.1.143)', ' 2.1.1.143']	['R05776']
map01100	Metabolic pathways	['K14424']	[' 1.14.18.11']	['R12379']
map01100	Metabolic pathways	['K23558']	[' 1.1.1.418']	['R12376']
map01100	Metabolic pathways	['K00227']	[' 1.14.19.20']	['R07486']
map01100	Metabolic pathways	['K00213']	[' 1.3.1.21']	['R07487']
map01100	Metabolic pathways	['K09828']	[]	['R07488']
map01100	Metabolic pathways	['K09832']	[' 1.14.19.41']	['R07489']
map01100	Metabolic pathways	['K17839', 'K13367']	[' 1.5.3.17']	['R09076']
map01100	Metabolic pathways	['K13747']	[' 4.1.1.96']	['R09081']
map01100	Metabolic pathways	['K00802', 'K12259', 'K13366', 'K17839', 'K13367']	[' 1.5.3.16', ' 1.5.3.17', ' 2.5.1.22']	['R02869', 'R09076']
map01100	Metabolic pathways	['K23669']	[]	['R12407']
map01100	Metabolic pathways	['K23670']	[]	['R12408']
map01100	Metabolic pathways	['K23671']	[]	['R12409']
map01100	Metabolic pathways	['K23672']	[]	['R12410']
map01100	Metabolic pathways	['K23673']	[]	['R12411']
map01100	Metabolic pathways	['K18287']	[' 4.1.2.56']	['R10673']
map01100	Metabolic pathways	['K20204']	[' 1.10.3.15']	['R10720']
map01100	Metabolic pathways	['K22113']	[' 6.3.2.46']	['R10940']
map01100	Metabolic pathways	['K01957']	[]	['R12352']
map01100	Metabolic pathways	['K22114']	[' 6.3.2.47']	['R10942', 'R10943', 'R10944']
map01100	Metabolic pathways	['K22598']	[' 2.6.1.114']	['R11961']
map01100	Metabolic pathways	['K22598']	[' 2.6.1.114']	['R11962']
map01100	Metabolic pathways	['K22598']	[' 2.6.1.114']	['R11963']
map01100	Metabolic pathways	['K22269']	[' 2.1.1.343']	['R11779']
map01100	Metabolic pathways	['K22269']	[' 2.1.1.343']	['R11780']
map01100	Metabolic pathways	['K12902']	[' 2.1.1.308']	['R12497']
map01100	Metabolic pathways	['K24000']	[]	['R12499']
map01100	Metabolic pathways	['K23999']	[' 2.7.7.104']	['R12498']
map01100	Metabolic pathways	['K21568']	[' 1.23.1.1']	['R10225']
map01100	Metabolic pathways	['K21568']	[' 1.23.1.2']	['R10226']
map01100	Metabolic pathways	['K19650']	[' 1.1.1.331']	['R10129']
map01100	Metabolic pathways	['K21207']	[' 1.14.19.72']	['R11222']
map01100	Metabolic pathways	['K21203']	[' 2.1.1.323']	['R11230']
map01100	Metabolic pathways	['K21205']	[' 1.14.14.131']	['R11211']
map01100	Metabolic pathways	['K21204']	[' 2.1.1.330']	['R11545']
map01100	Metabolic pathways	['K21202']	[' 1.14.20.8']	['R11210']
map01100	Metabolic pathways	['K23665']	[]	['R12417']
map01100	Metabolic pathways	['K23665']	[]	['R12417']
map01100	Metabolic pathways	['K23665']	[]	['R12417']
map01100	Metabolic pathways	['K23666']	[]	['R12418']
map01100	Metabolic pathways	['K23667']	[]	['R12419']
map01100	Metabolic pathways	['K23668']	[]	['R12420']
map01100	Metabolic pathways	['K23647']	[]	['R12414']
map01100	Metabolic pathways	['K21477']	[]	['R12415']
map01100	Metabolic pathways	['K23646']	[]	['R12413']
map01100	Metabolic pathways	['K23646']	[]	['R12413']
map01100	Metabolic pathways	['K12631']	[]	['R05671']
map01100	Metabolic pathways	['K12631']	[]	['R05671']
map01100	Metabolic pathways	['K22458']	[' 1.13.11.84']	['R10843']
map01100	Metabolic pathways	['K22458']	[' 1.13.11.84']	['R10844']
map01100	Metabolic pathways	['K21371']	[' 2.4.1.271']	['R09757']
map01100	Metabolic pathways	['K21354']	[' 2.4.1.330']	['R10988']
map01100	Metabolic pathways	['K21354']	[' 2.4.1.330']	['R10989']
map01100	Metabolic pathways	['K21371']	[' 2.4.1.271']	['R09758']
map01100	Metabolic pathways	['K21371']	[' 2.4.1.271']	['R09759']
map01100	Metabolic pathways	['K21354']	[' 2.4.1.330']	['R10990']
map01100	Metabolic pathways	['K20503']	[' 2.3.1.206']	['R10171']
map01100	Metabolic pathways	['K20508']	[' 4.4.1.26']	['R10278']
map01100	Metabolic pathways	['K20502']	[' 1.21.3.8']	['R10160']
map01100	Metabolic pathways	['K20501']	[' 1.21.3.7']	['R12101']
map01100	Metabolic pathways	['K20985']	[' 3.1.2.31']	['R11187']
map01100	Metabolic pathways	['K20980']	[' 1.14.14.124']	['R10791']
map01100	Metabolic pathways	['K20980']	[' 1.14.14.124']	['R10792']
map01100	Metabolic pathways	['K20980']	[' 1.14.14.125']	['R10794']
map01100	Metabolic pathways	['K20983']	[' 2.3.1.238']	['R11126']
map01100	Metabolic pathways	['K20983']	[' 2.3.1.238']	['R11126']
map01100	Metabolic pathways	['K20984']	[' 2.3.1.244']	['R11445']
map01100	Metabolic pathways	['K20981', 'K20982']	[' 2.3.1.161']	['R07251']
map01100	Metabolic pathways	['K23975', 'K23976', 'K23976']	['K23975 (E2.8.1.16)', ' 2.8.1.16']	['R12505']
map01100	Metabolic pathways	['K20144']	[' 1.3.1.122']	['R12517', 'R12518']
map01100	Metabolic pathways	['K23990', 'K23862']	[' 5.5.1.34']	['R12520']
map01100	Metabolic pathways	['K12373']	[' 3.2.1.52']	[]
map01100	Metabolic pathways	['K23741']	[' 3.2.1.209']	['R06722']
map01100	Metabolic pathways	['K01230']	[' 3.2.1.113']	['R12479']
map01100	Metabolic pathways	['K23756']	[]	['R07770']
map01100	Metabolic pathways	['K23763']	[]	['R12435']
map01100	Metabolic pathways	['K03800']	[' 6.3.1.20']	['R11143']
map01100	Metabolic pathways	['K18821']	[' 2.3.1.200']	['R12426']
map01100	Metabolic pathways	['K03800']	[' 6.3.1.20']	['R12433']
map01100	Metabolic pathways	['K23763']	[]	['R12435']
map01100	Metabolic pathways	['K03800']	[]	['R12434']
map01100	Metabolic pathways	['K03644']	[' 2.8.1.8']	['R12423']
map01100	Metabolic pathways	['K03644', 'K09711', 'K24689']	[' 2.8.1.8']	['R12424', 'R12691']
map01100	Metabolic pathways	['K16869', 'K10105']	[]	['R12432']
map01100	Metabolic pathways	['K16869']	[' 2.3.1.204']	['R12425']
map01100	Metabolic pathways	['K03801', 'K23763', 'K10105']	[' 2.3.1.181']	['R12427']
map01100	Metabolic pathways	['K03801', 'K23735', 'K23734']	[' 2.3.1.181']	['R12428']
map01100	Metabolic pathways	['K23750']	[]	['R12431']
map01100	Metabolic pathways	['K00894', 'K14156']	[' 2.7.1.82']	['R01468']
map01100	Metabolic pathways	['K01634']	[' 4.1.2.27']	['R02464']
map01100	Metabolic pathways	['K17942']	[' 4.1.1.99']	['R10561']
map01100	Metabolic pathways	['K08246']	[' 5.5.1.9']	['R03775']
map01100	Metabolic pathways	['K05917']	[' 1.14.14.154']	['R05731']
map01100	Metabolic pathways	['K23558']	[' 1.1.1.418']	['R12375']
map01100	Metabolic pathways	['K07750']	[' 1.14.18.9']	['R12403']
map01100	Metabolic pathways	['K07748']	[' 1.1.1.170']	['R12404']
map01100	Metabolic pathways	['K01186', 'K12357', 'K23550']	[' 3.2.1.18']	['R04018']
map01100	Metabolic pathways	['K21105']	['K21105 (E3.1.1.102)', ' 3.1.1.102']	['R11541']
map01100	Metabolic pathways	['K21104']	['K21104 (E3.1.1.101)', ' 3.1.1.101']	['R11540']
map01100	Metabolic pathways	['K18652']	[' 1.1.1.361']	['R10519']
map01100	Metabolic pathways	['K18653']	[' 2.6.1.104']	['R10698']
map01100	Metabolic pathways	['K18654']	[' 3.1.3.92']	['R10547']
map01100	Metabolic pathways	['K23447']	[' 6.3.2.57']	['R12354']
map01100	Metabolic pathways	['K21949']	[' 2.5.1.140']	['R11705']
map01100	Metabolic pathways	['K21721']	[' 1.5.1.51']	['R11655']
map01100	Metabolic pathways	['K23372']	[' 6.3.2.54']	['R12308']
map01100	Metabolic pathways	['K23373']	[' 4.1.1.117']	['R12309']
map01100	Metabolic pathways	['K23374']	[' 6.3.2.55']	['R12311']
map01100	Metabolic pathways	['K23375']	[' 6.3.2.56']	['R12312']
map01100	Metabolic pathways	['K23385']	[' 4.1.1.116']	['R12304']
map01100	Metabolic pathways	['K23385']	[' 4.1.1.116']	['R12305']
map01100	Metabolic pathways	['K09458']	[' 2.3.1.179']	['R02768', 'R04355']
map01100	Metabolic pathways	['K00665', 'K00668', 'K11533', 'K00645']	[' 2.3.1.39', ' 2.3.1.85', ' 2.3.1.86']	['R01626']
map01100	Metabolic pathways	['K00059', 'K11539', 'K13370']	[' 1.1.1.100']	['R02767']
map01100	Metabolic pathways	['K22540', 'K22541']	[]	['R10208']
map01100	Metabolic pathways	['K07512']	[]	['R01404']
map01100	Metabolic pathways	['K16000', 'K16001', 'K16002']	[' 2.3.1.239']	['R06458']
map01100	Metabolic pathways	['K16000', 'K16001', 'K16002']	[' 2.3.1.239']	['R06458']
map01100	Metabolic pathways	['K00193', 'K00197', 'K00194']	[]	['R09096', 'R10219']
map01100	Metabolic pathways	['K03383']	[' 3.5.2.15']	['R12332']
map01100	Metabolic pathways	['K23359']	[' 3.5.1.84']	['R05563']
map01100	Metabolic pathways	['K19837']	[' 3.5.1.131']	['R12333']
map01100	Metabolic pathways	['K01476']	['K01476 (E3.5.3.1)', ' 3.5.3.1']	['R00551']
map01100	Metabolic pathways	['K01476']	['K01476 (E3.5.3.1)', ' 3.5.3.1']	['R00551']
map01100	Metabolic pathways	['K16953']	[' 4.4.1.3']	['R02574']
map01100	Metabolic pathways	['K02609', 'K02610', 'K02611', 'K02612', 'K02613']	[' 1.14.13.149']	['R09838']
map01100	Metabolic pathways	['K18660']	[' 6.2.1.76']	['R12300']
map01100	Metabolic pathways	['K19795']	['K19795 (E3.5.1.95)', ' 3.5.1.95']	['R07629']
map01100	Metabolic pathways	['K00241', 'K00242', 'K18859', 'K18860', 'K00239', 'K00240', 'K00244', 'K00233', 'K00245', 'K25995', 'K00246', 'K25996', 'K00247']	[' 1.3.5.1']	[]
map01100	Metabolic pathways	['K00241', 'K00242', 'K18859', 'K18860', 'K00239', 'K00240', 'K00244', 'K00233', 'K00245', 'K25995', 'K00246', 'K25996', 'K00247']	[' 1.3.5.1']	[]
map01100	Metabolic pathways	['K00236', 'K00237', 'K25801', 'K00234', 'K00235']	[' 1.3.5.1']	[]
map01100	Metabolic pathways	['K00236', 'K00237', 'K25801', 'K00234', 'K00235']	[' 1.3.5.1']	[]
map01100	Metabolic pathways	['K01758', 'K00816']	[' 4.4.1.1', ' 4.4.1.13']	['R09366']
map01100	Metabolic pathways	['K15918']	[' 3.1.3.37', ' 2.7.1.31', ' 3.1.3.38']	['R01511', 'R01514']
map01100	Metabolic pathways	['K22717']	[]	['R05360']
map01100	Metabolic pathways	['K22717']	[]	['R05360']
map01100	Metabolic pathways	['K01816']	[' 5.3.1.22']	['R01394']
map01100	Metabolic pathways	['K01031', 'K01032']	[' 2.8.3.6']	['R02990']
map01100	Metabolic pathways	['K01692', 'K01825', 'K01782', 'K07515', 'K07514', 'K07511']	[' 4.2.1.17']	['R06942']
map01100	Metabolic pathways	['K00074', 'K00022', 'K07514', 'K01825', 'K01782']	[' 1.1.1.35', ' 1.1.1.157']	['R06941']
map01100	Metabolic pathways	['K20618']	[' 1.14.14.161']	['R12253']
map01100	Metabolic pathways	['K20618']	[' 1.14.14.161']	['R12231']
map01100	Metabolic pathways	['K18606']	[' 1.1.1.237']	['R03373', 'R12252']
map01100	Metabolic pathways	['K21425']	[' 2.3.1.140']	['R03374']
map01100	Metabolic pathways	['K00728']	[' 2.4.1.109']	['R07620']
map01100	Metabolic pathways	['K00728']	[' 2.4.1.109']	['R07620']
map01100	Metabolic pathways	['K21030', 'K21031', 'K21681']	[' 2.7.7.40']	['R02921']
map01100	Metabolic pathways	['K21030', 'K21031', 'K21681']	[' 2.7.7.40']	['R02921']
map01100	Metabolic pathways	['K19872']	[]	['R12294']
map01100	Metabolic pathways	['K19872']	[]	['R12294']
map01100	Metabolic pathways	['K14329']	[]	['R09257']
map01100	Metabolic pathways	['K16437']	[]	['R06627']
map01100	Metabolic pathways	['K16438']	[]	['R06628']
map01100	Metabolic pathways	['K18836']	[]	['R06630']
map01100	Metabolic pathways	['K16439']	[]	['R06629']
map01100	Metabolic pathways	['K08695']	[' 1.3.1.77']	['R06542']
map01100	Metabolic pathways	['K13082', 'K05277']	[' 1.1.1.219', ' 1.14.20.4']	['R03636', 'R05723']
map01100	Metabolic pathways	['K05277']	[' 1.14.20.4']	['R05036']
map01100	Metabolic pathways	['K00660']	[' 2.3.1.74']	['R07988']
map01100	Metabolic pathways	['K00475']	[' 1.14.11.9']	['R03640']
map01100	Metabolic pathways	['K12628']	[]	['R05668']
map01100	Metabolic pathways	['K12629']	[]	['R05669']
map01100	Metabolic pathways	['K12630']	[]	['R05670']
map01100	Metabolic pathways	['K12632']	[]	['R05672']
map01100	Metabolic pathways	['K12633']	[]	['R05673']
map01100	Metabolic pathways	['K12633']	[]	['R05674']
map01100	Metabolic pathways	['K12634']	[]	['R05675']
map01100	Metabolic pathways	['K12635']	[' 2.1.1.38']	['R05676']
map01100	Metabolic pathways	['K12636']	[]	['R05677']
map01100	Metabolic pathways	['K15316']	[' 2.3.1.221']	['R10239']
map01100	Metabolic pathways	['K17643']	[' 1.13.12.20']	['R10224']
map01100	Metabolic pathways	['K17644']	[' 1.1.1.349']	['R10309']
map01100	Metabolic pathways	['K17645']	[' 1.14.14.116']	['R10317']
map01100	Metabolic pathways	['K17652']	[' 1.1.1.352']	['R10310']
map01100	Metabolic pathways	['K17646']	[' 4.2.1.142']	['R10475']
map01100	Metabolic pathways	['K24440']	[]	['R10476']
map01100	Metabolic pathways	['K24855']	[]	['R10477']
map01100	Metabolic pathways	['K17648']	[' 3.1.1.94']	['R10401']
map01100	Metabolic pathways	['K17646']	[' 4.2.1.143']	['R10402']
map01100	Metabolic pathways	['K24856', 'K24438', 'K24857', 'K24858']	[]	['R10480']
map01100	Metabolic pathways	['K17649']	[' 2.1.1.109']	['R10403']
map01100	Metabolic pathways	['K17650']	[' 2.1.1.110']	['R10307']
map01100	Metabolic pathways	['K17651']	[' 1.14.14.117']	['R10320']
map01100	Metabolic pathways	['K16880']	[]	['R10210']
map01100	Metabolic pathways	['K16877', 'K16878', 'K16879']	[' 1.3.99.8']	['R02987']
map01100	Metabolic pathways	['K16876']	[' 6.2.1.31']	['R02986']
map01100	Metabolic pathways	['K16873']	[]	['R10212']
map01100	Metabolic pathways	['K05551', 'K05552', 'K05553']	[]	['R09258']
map01100	Metabolic pathways	['K05551', 'K05552', 'K05553']	[' 2.3.1.235']	['R06643']
map01100	Metabolic pathways	['K05551', 'K05552', 'K05553']	[' 2.3.1.260']	['R11516']
map01100	Metabolic pathways	['K05551', 'K05552', 'K05553']	[' 2.3.1.260']	['R11516']
map01100	Metabolic pathways	['K00868', 'K07758', 'K13248']	[' 2.7.1.35', ' 3.1.3.74']	['R00173']
map01100	Metabolic pathways	['K12701']	[]	['R06751']
map01100	Metabolic pathways	['K12702']	[]	['R06752']
map01100	Metabolic pathways	['K12703', 'K12704']	[]	['R06753']
map01100	Metabolic pathways	['K12709']	[' 6.3.1.15']	['R10453']
map01100	Metabolic pathways	['K12705']	[' 2.1.1.284']	['R10454']
map01100	Metabolic pathways	['K12711']	[' 2.4.1.302']	['R06770']
map01100	Metabolic pathways	['K12712']	[' 2.1.1.285']	['R06771']
map01100	Metabolic pathways	['K12713']	[' 2.1.3.12']	['R06772']
map01100	Metabolic pathways	['K13257']	[' 1.14.14.87']	['R07778']
map01100	Metabolic pathways	['K13258']	[' 4.2.1.105']	['R06793']
map01100	Metabolic pathways	['K13259']	[' 2.1.1.46']	['R02931']
map01100	Metabolic pathways	['K00978']	[' 2.7.7.33']	['R00956']
map01100	Metabolic pathways	['K00966', 'K00971', 'K16011', 'K16881', 'K16881']	[' 2.7.7.22', ' 2.7.7.13']	['R00883', 'R00885']
map01100	Metabolic pathways	['K02082']	[]	['R08365']
map01100	Metabolic pathways	['K06896']	[' 3.1.3.90']	['R10486']
map01100	Metabolic pathways	['K08744']	[' 2.7.8.41']	['R02030']
map01100	Metabolic pathways	['K08744']	[' 2.7.8.41']	['R02030']
map01100	Metabolic pathways	['K01115', 'K16860', 'K17717']	[' 3.1.4.4']	['R02051']
map01100	Metabolic pathways	['K10220', 'K16515']	[' 4.2.1.83']	['R04478']
map01100	Metabolic pathways	['K04100', 'K04101']	[' 1.13.11.8']	['R01632']
map01100	Metabolic pathways	['K10218']	[' 4.1.3.17']	['R00350']
map01100	Metabolic pathways	['K10219']	[' 1.1.1.312']	['R04278', 'R04279']
map01100	Metabolic pathways	['K10221']	[' 3.1.1.57']	['R04277']
map01100	Metabolic pathways	['K16514']	[' 5.3.2.8']	['R07839']
map01100	Metabolic pathways	['K01737']	[' 4.1.2.50']	['R09959']
map01100	Metabolic pathways	['K14371', 'K24567', 'K24568', 'K24569']	[]	['R06481']
map01100	Metabolic pathways	['K14371', 'K24567', 'K24568', 'K24569']	[]	['R06481']
map01100	Metabolic pathways	['K18251', 'K18252', 'K18253', 'K18254']	[]	['R09227']
map01100	Metabolic pathways	['K18255']	[]	['R09228']
map01100	Metabolic pathways	['K18256']	[' 4.1.1.69']	['R01634']
map01100	Metabolic pathways	['K18242', 'K18243', 'K14578', 'K14581']	[' 1.14.13.172']	['R07709', 'R07710']
map01100	Metabolic pathways	['K04116']	[]	['R05620']
map01100	Metabolic pathways	['K04117', 'K19067']	[' K19067 (E1.3.8.11)', ' 1.3.8.11']	['R05619', 'R10601']
map01100	Metabolic pathways	['K07534']	[]	['R05600']
map01100	Metabolic pathways	['K07535']	[]	['R05582']
map01100	Metabolic pathways	['K07536']	[]	['R05592']
map01100	Metabolic pathways	['K00448', 'K00449']	[' 1.13.11.3']	['R01631']
map01100	Metabolic pathways	['K04118']	['K04118 (E1.3.1.62)', ' 1.3.1.62']	['R05311']
map01100	Metabolic pathways	['K00632']	[' 2.3.1.16']	['R05586']
map01100	Metabolic pathways	['K16173']	[' 1.3.99.32']	['R05579']
map01100	Metabolic pathways	['K15756']	[' 3.7.1.13']	['R05365']
map01100	Metabolic pathways	['K15756']	[' 3.7.1.13']	['R05365']
map01100	Metabolic pathways	['K08689', 'K15750', 'K18087', 'K18088']	[' 1.14.12.18']	['R05261', 'R05262']
map01100	Metabolic pathways	['K08690']	[' 1.3.1.56']	['R05241']
map01100	Metabolic pathways	['K00462']	[' 1.13.11.39']	['R05245']
map01100	Metabolic pathways	['K10222']	[' 3.7.1.8']	['R05359']
map01100	Metabolic pathways	['K10222']	[' 3.7.1.8']	['R05359']
map01100	Metabolic pathways	['K10623']	[]	['R05364']
