KO	Modelseed_reaction
K01653	rxn33391
K01653	rxn34626	
K00323	rxn32580
K01654	rxn03064
K01654	rxn15255	
K00395	rxn05903
K00395	rxn11934	
K00395	rxn13994	
K00394	rxn05903
K00394	rxn11934	
K00394	rxn13994	
K00392	rxn32796	
K00392	rxn35488
K00399	rxn03127
K11067	rxn33610
K00390	rxn33736
K00387	rxn32966
K00384	rxn16213
K00384	rxn32752	
K00384	rxn32758	
K00385	rxn31408
K00382	rxn17745	
K00382	rxn19763	
K00382	rxn30386	
K00382	rxn30418	
K00382	rxn31329
K00382	rxn38078	
K00383	rxn32133	
K00383	rxn34789
K00380	rxn31408
K00381	rxn31408
K13699	rxn14402
K12373	rxn15005	
K12373	rxn15478
K01608	rxn00010
K01609	rxn33706
K01607	rxn02483
K01602	rxn25701	
K01602	rxn38286
K01601	rxn25701	
K01601	rxn38286
K13604	rxn15933
K14937	rxn11534
K13606	rxn14031	
K13606	rxn14224	
K13606	rxn37283
K13606	rxn37284	
K13605	rxn15934
K13605	rxn15935	
K13600	rxn24367
K13600	rxn24368	
K13608	rxn05101
K13607	rxn07603
K13609	rxn01579
K14939	rxn11518
K01628	rxn31851
K01629	rxn01308
K01629	rxn01621	
K01626	rxn38069
K01627	rxn32365
K01624	rxn31335	
K01624	rxn31868	
K01624	rxn38097
K01624	rxn38459	
K01625	rxn03884
K01625	rxn18964	
K01622	rxn30665	
K01622	rxn31218
K01622	rxn31335	
K01622	rxn38097	
K01622	rxn38459	
K01623	rxn31335	
K01623	rxn31868	
K01623	rxn38097
K01623	rxn38459	
K01620	rxn35214
K01620	rxn38981	
K01621	rxn01187
K01621	rxn15060	
K01619	rxn00784
K01617	rxn01894	
K01617	rxn03675
K01615	rxn19825
K01613	rxn06090
K01611	rxn32132
K01612	rxn00921
K01610	rxn35519
K12467	rxn01471
K13798	rxn05846	
K13798	rxn05847
K13798	rxn05848	
K13798	rxn38266	
K12466	rxn04134
K13797	rxn05846	
K13797	rxn05847
K13797	rxn05848	
K13797	rxn38266	
K13799	rxn27766
K13799	rxn28376	
K13799	rxn32095	
K13799	rxn35352	
K00474	rxn27385
K00475	rxn01767
K00475	rxn02602	
K00475	rxn03414	
K00475	rxn07783	
K00475	rxn07786	
K00475	rxn07787	
K00472	rxn31415
K00473	rxn06370
K00471	rxn15330
K11142	rxn05776	
K11142	rxn31689	
K11142	rxn32991
K11140	rxn31689	
K11140	rxn32991
K11146	rxn33016
K11147	rxn11894	
K11147	rxn33016
K11148	rxn11894
K11149	rxn32074
K00463	rxn00478
K00463	rxn01949	
K00463	rxn02082	
K00463	rxn02592	
K01794	rxn06590
K00464	rxn16443
K01795	rxn14315
K00461	rxn01166	
K00461	rxn02193	
K00461	rxn12169
K01792	rxn34220
K00462	rxn02478
K00462	rxn03559	
K00462	rxn03569	
K00462	rxn07618	
K01790	rxn02000
K00460	rxn01164
K00460	rxn27972	
K01791	rxn00297
K00469	rxn33155
K00467	rxn00229
K01799	rxn00803
K01796	rxn14274	
K01796	rxn14311
K00466	rxn00479
K13774	rxn07876	
K13774	rxn07885
K12449	rxn01009	
K12449	rxn32978
K12448	rxn32569
K13779	rxn02496
K13776	rxn07877
K13775	rxn07876	
K13775	rxn07885
K12447	rxn01005	
K12447	rxn06306	
K12447	rxn14361	
K12447	rxn29945
K12447	rxn38117	
K13778	rxn11569
K12446	rxn15235
K13777	rxn11569
K00496	rxn04754	
K00496	rxn06148	
K00496	rxn34301
K00497	rxn06133	
K00497	rxn06229	
K00497	rxn06262	
K00497	rxn06507	
K00497	rxn11982	
K00497	rxn12002
K00497	rxn14247	
K00495	rxn07454
K00493	rxn06427	
K00493	rxn06596	
K00493	rxn13961
K00498	rxn11557	
K00498	rxn11562	
K00498	rxn11583	
K00498	rxn11614
K00498	rxn11627	
K00498	rxn11628	
K00499	rxn32749
K12452	rxn02432	
K12452	rxn02433
K11121	rxn20263
K12451	rxn13972	
K12451	rxn14370
K12451	rxn15874	
K12454	rxn02975
K12453	rxn02974
K12450	rxn31097
K13787	rxn38099
K13787	rxn38104	
K13787	rxn38135	
K12455	rxn13999
K13786	rxn11650
K13789	rxn38099
K13789	rxn38104	
K13789	rxn38135	
K13788	rxn28107	
K13788	rxn34298
K00485	rxn11794
K00486	rxn01438
K00483	rxn01945
K00483	rxn02363	
K00484	rxn01945	
K00484	rxn02363	
K00484	rxn03974	
K00484	rxn08458	
K00484	rxn08521
K00481	rxn00962
K00480	rxn03906	
K00480	rxn04724	
K00480	rxn04745
K00480	rxn04748	
K00480	rxn31404	
K00489	rxn01067	
K00489	rxn03499
K00489	rxn14327	
K00487	rxn27340	
K00487	rxn32026
K00488	rxn03283	
K00488	rxn03284
K00488	rxn14072	
K00488	rxn14149	
K00488	rxn15777	
K00488	rxn15778	
K00488	rxn32735	
K12420	rxn07132
K12420	rxn16122	
K12420	rxn16123	
K12420	rxn16124	
K13758	rxn35440
K13757	rxn35440
K13759	rxn35440
K13756	rxn35440
K13755	rxn35432	
K13755	rxn35440
K00430	rxn07276	
K00430	rxn31237
K00430	rxn31247	
K00430	rxn31249	
K00430	rxn31397	
K01761	rxn03263
K01761	rxn30731	
K00431	rxn02295	
K00431	rxn02779	
K00431	rxn06409	
K00431	rxn06542
K01762	rxn37999
K01760	rxn01735	
K01760	rxn03379	
K01760	rxn30634
K01760	rxn33352	
K01769	rxn35443
K00436	rxn05887
K01768	rxn35429	
K01768	rxn35443
K00434	rxn33639
K01765	rxn02457
K01765	rxn33617	
K00432	rxn04840	
K00432	rxn04841	
K00432	rxn33349
K01763	rxn34306
K01764	rxn35398
K13761	rxn35440
K13760	rxn35440
K12432	rxn15529
K13763	rxn35440
K13762	rxn35440
K13767	rxn34630	
K13767	rxn34729	
K13767	rxn34730	
K13767	rxn34731	
K13767	rxn34732	
K13767	rxn34733
K13766	rxn32471
K01750	rxn00471
K01758	rxn01735
K01758	rxn03263	
K01758	rxn03374	
K01758	rxn16207	
K01758	rxn33352	
K01758	rxn33507	
K01759	rxn38132
K01756	rxn27708
K01756	rxn35698	
K01757	rxn02655
K00423	rxn38163
K01754	rxn30143	
K01754	rxn32961
K01755	rxn27716
K01752	rxn00426
K01752	rxn32961	
K00422	rxn00024	
K00422	rxn00036	
K00422	rxn01497
K01753	rxn32727
K12405	rxn03286	
K12405	rxn15495	
K12405	rxn15496	
K12405	rxn16544	
K12405	rxn31684
K12407	rxn33404	
K12407	rxn34232
K12407	rxn38359	
K12406	rxn01667	
K12406	rxn35242	
K12406	rxn35430	
K12406	rxn35439
K12406	rxn35442	
K00452	rxn01927
K01783	rxn28146
K00453	rxn00478
K01784	rxn32605
K01784	rxn38829	
K00450	rxn01919
K01781	rxn02688	
K01781	rxn02904
K00451	rxn32572
K01782	rxn02345	
K01782	rxn02949	
K01782	rxn03617	
K01782	rxn04274	
K01782	rxn04275	
K01782	rxn07725	
K01782	rxn07741	
K01782	rxn07882	
K01782	rxn07883	
K01782	rxn27455	
K01782	rxn32064	
K01782	rxn34630	
K01782	rxn34728	
K01782	rxn34729	
K01782	rxn34730	
K01782	rxn34731	
K01782	rxn34732	
K01782	rxn34733
K01782	rxn34734	
K01782	rxn34735	
K01782	rxn34737	
K01782	rxn34738	
K01782	rxn34739	
K01782	rxn35541	
K01782	rxn35544	
K01782	rxn35545	
K01782	rxn37809	
K01782	rxn37816	
K01782	rxn37861	
K12409	rxn00292	
K12409	rxn01951
K12408	rxn13980	
K12408	rxn14049	
K12408	rxn14174	
K12408	rxn14319
K12408	rxn16862	
K00458	rxn01167
K00459	rxn14250
K00456	rxn34672
K01787	rxn15161
K00457	rxn37995	
K00457	rxn38314
K01788	rxn01506
K00454	rxn23469
K00454	rxn27972	
K00454	rxn28401	
K01785	rxn34185
K00455	rxn02366
K13747	rxn15949	
K13747	rxn15950
K13746	rxn15947
K13746	rxn15948	
K13745	rxn07465
K00441	rxn06299
K01772	rxn30378
K00442	rxn06299
K01770	rxn28646
K00440	rxn06299
K01771	rxn31671
K00449	rxn01192
K00449	rxn02532	
K01778	rxn27789
K00448	rxn01192
K00448	rxn02532	
K01779	rxn00348
K01776	rxn00193
K00446	rxn00587	
K00446	rxn02861	
K00446	rxn03607	
K00446	rxn03704	
K00446	rxn03706	
K00446	rxn07602
K01777	rxn00933
K00443	rxn06299
K01775	rxn38030
K11194	rxn06348
K11195	rxn06348
K11196	rxn06348
K11175	rxn32750
K11175	rxn35343	
K11176	rxn30710
K11177	rxn31779	
K11177	rxn32917
K11178	rxn31779	
K11178	rxn32917
K11180	rxn05802	
K11180	rxn05904	
K11180	rxn07825
K11181	rxn05802	
K11181	rxn05904	
K11181	rxn07825
K11186	rxn12050	
K11186	rxn12052
K11188	rxn07276	
K11188	rxn31237
K11188	rxn31247	
K11188	rxn31249	
K11188	rxn31397	
K11182	rxn03195	
K11182	rxn20638	
K11182	rxn31773	
K11182	rxn33622
K11185	rxn12050	
K11185	rxn12052
K11191	rxn15746
K11192	rxn15746
K11153	rxn11894	
K11153	rxn33016
K11154	rxn32074
K11155	rxn01701	
K11155	rxn06145	
K11155	rxn06160
K11155	rxn11892	
K11156	rxn01701	
K11156	rxn06160
K11150	rxn33016
K11151	rxn02183	
K11151	rxn11891	
K11151	rxn33016
K11152	rxn11891	
K11152	rxn11894	
K11152	rxn33016
K11157	rxn01702
K11158	rxn11898
K11160	rxn06145
K01729	rxn11993
K01728	rxn31234
K13713	rxn27916	
K13713	rxn37546
K13712	rxn32724
K13711	rxn06365
K01725	rxn33526
K01723	rxn07655	
K01723	rxn31004
K01724	rxn03236
K01721	rxn02823
K01721	rxn03875	
K01721	rxn06258	
K01721	rxn07594	
K01721	rxn07644	
K01721	rxn31933	
K01720	rxn33492
K01719	rxn31104
K01716	rxn07455	
K01716	rxn31321	
K01716	rxn31322	
K01716	rxn31323	
K01716	rxn31324	
K01716	rxn31325	
K01716	rxn31326	
K01716	rxn31327
K01715	rxn34630
K01712	rxn02085
K01713	rxn19253	
K01713	rxn33346
K01710	rxn33182
K01711	rxn38114
K01749	rxn30743
K01740	rxn33241	
K01740	rxn35281
K01745	rxn00867
K01746	rxn01654
K01744	rxn00347
K01738	rxn32343	
K01738	rxn33241	
K01738	rxn35480
K01739	rxn27994	
K01739	rxn28045	
K01739	rxn31264	
K01739	rxn31686	
K01739	rxn31687
K01739	rxn32907	
K01739	rxn33298	
K01739	rxn39103	
K13704	rxn00984
K13700	rxn00984
K01736	rxn32460
K01737	rxn02986	
K01737	rxn16806
K01734	rxn00748
K01735	rxn32559
K00401	rxn03127
K00402	rxn03127
K01733	rxn03446
K01733	rxn31088	
K01730	rxn03042
K01731	rxn31234
K01709	rxn01750
K01707	rxn01634
K01708	rxn32599
K01705	rxn03034
K01706	rxn01989	
K01706	rxn07845
K01703	rxn13975	
K01703	rxn13995	
K01703	rxn14059	
K01703	rxn14156	
K01703	rxn14248
K01703	rxn14278	
K01703	rxn27543	
K01703	rxn32196	
K01703	rxn33015	
K01703	rxn33387	
K01704	rxn27543	
K01704	rxn32196
K01704	rxn33015	
K01704	rxn33387	
K01702	rxn27543	
K01702	rxn33015
K12584	rxn06668
K11258	rxn27667	
K11258	rxn30334
K11258	rxn31361	
K11258	rxn31792	
K11258	rxn33164	
K11258	rxn34626	
K00595	rxn03491
K00594	rxn04950
K00591	rxn05003	
K00591	rxn15785	
K00591	rxn17404
K00591	rxn30325	
K00591	rxn33763	
K00592	rxn06871
K00599	rxn06818	
K00599	rxn11970	
K00599	rxn31239	
K00599	rxn31248
K11263	rxn20619	
K11263	rxn34708	
K11263	rxn38011
K11264	rxn00672
K11265	rxn35429	
K11265	rxn35443
K11260	rxn06294	
K11260	rxn07849
K11261	rxn06294	
K11261	rxn07849
K11262	rxn34705
K11262	rxn34708	
K11262	rxn38011	
K00584	rxn17440
K00582	rxn17440
K00583	rxn17440
K00580	rxn17440
K00581	rxn17440
K00588	rxn33688	
K00588	rxn33703
K00589	rxn35413
K00587	rxn33099
K12570	rxn01593
K13873	rxn15237
K11211	rxn21639
K11212	rxn16235
K13875	rxn01828
K13874	rxn01830
K11214	rxn15272
K13877	rxn00196
K13876	rxn01633
K00551	rxn06091	
K00551	rxn32753	
K00551	rxn33063
K00552	rxn00270
K01883	rxn06435
K01880	rxn35213
K00550	rxn32753	
K00550	rxn33063
K01881	rxn06445
K00559	rxn28277	
K00559	rxn32025
K00558	rxn35283
K01889	rxn30163
K01886	rxn06437
K01887	rxn30352
K00553	rxn01837
K01884	rxn06435
K00554	rxn11548
K01885	rxn32256
K12554	rxn14219
K00541	rxn00939
K01872	rxn34556
K01870	rxn30401
K00548	rxn16206	
K00548	rxn35345
K01879	rxn35213
K00549	rxn16206
K00549	rxn35284	
K00546	rxn01554
K00547	rxn00452
K01878	rxn35213
K00544	rxn02028
K01875	rxn06446
K01875	rxn31730	
K00545	rxn02367	
K00545	rxn03258	
K00545	rxn03260	
K00545	rxn03334	
K00545	rxn03339	
K00545	rxn21210
K00545	rxn21213	
K00545	rxn27001	
K01876	rxn30161
K00542	rxn01373
K01873	rxn35534
K00543	rxn02244	
K00543	rxn03356
K01874	rxn06781
K01874	rxn30165	
K12526	rxn27724	
K12526	rxn27788
K12525	rxn27724	
K12525	rxn27932
K12525	rxn27933	
K12528	rxn07210
K12527	rxn07210
K13853	rxn33299
K13853	rxn38069	
K12524	rxn27724	
K12524	rxn27932
K12524	rxn27933	
K00570	rxn06091	
K00570	rxn32753	
K00570	rxn33063
K12529	rxn07210
K00579	rxn17440
K00577	rxn17440
K00578	rxn17440
K11205	rxn27893
K11207	rxn12050
K11204	rxn27893
K00562	rxn01565	
K00562	rxn02083	
K00562	rxn16211
K01893	rxn30354
K00563	rxn07213
K00560	rxn32556
K01892	rxn30394
K01890	rxn30163
K00568	rxn03395	
K00568	rxn15785
K00568	rxn32357	
K00568	rxn33220	
K01899	rxn27228
K01899	rxn33785	
K00569	rxn02629	
K00569	rxn11767
K00569	rxn11774	
K00566	rxn14132
K01897	rxn37337
K00564	rxn07214
K01895	rxn28089	
K01895	rxn30338	
K01895	rxn32413	
K01895	rxn33484	
K01895	rxn35418	
K01895	rxn35424
K00565	rxn06490
K01896	rxn00873
K01848	rxn20202
K01849	rxn20202
K12504	rxn10785
K12503	rxn14126
K12506	rxn28646
K12506	rxn31708	
K12505	rxn10785
K13831	rxn03643
K13831	rxn03644	
K13831	rxn16622	
K13830	rxn27110	
K13830	rxn30580
K13830	rxn32559	
K13830	rxn33166	
K13830	rxn38710	
K12502	rxn23797
K12501	rxn31734
K13832	rxn27110
K13832	rxn30580	
K00515	rxn35456
K01846	rxn00195
K01847	rxn20202
K00513	rxn03196	
K00513	rxn06130	
K00513	rxn06261	
K00513	rxn06361
K00513	rxn06483	
K00513	rxn06505	
K01844	rxn02045	
K01844	rxn02344
K00514	rxn06792	
K00514	rxn15682	
K00514	rxn16499	
K00514	rxn16501	
K00514	rxn31452
K01845	rxn38136
K00511	rxn38679
K00512	rxn03320	
K00512	rxn06128	
K00512	rxn06482	
K00512	rxn06797
K00512	rxn12160	
K00512	rxn12161	
K01843	rxn00321
K01840	rxn32754
K00510	rxn05808
K01841	rxn00462
K00508	rxn07179
K01839	rxn01986
K01839	rxn34262	
K00509	rxn01163
K00509	rxn14018	
K00506	rxn14143
K01837	rxn01104
K01837	rxn01216	
K01837	rxn35234	
K00507	rxn14024
K01838	rxn01967
K01835	rxn33867
K01835	rxn34262	
K00505	rxn00524	
K00505	rxn01497
K00505	rxn01699	
K00505	rxn03337	
K00505	rxn11615	
K00505	rxn31661	
K01836	rxn30177
K00502	rxn01325	
K00502	rxn04991
K01833	rxn01403	
K01833	rxn01404	
K01833	rxn02706	
K01833	rxn12040	
K01833	rxn12041
K01833	rxn12042	
K01833	rxn12043	
K01833	rxn12044	
K01833	rxn12045	
K00503	rxn30660
K01834	rxn35234
K00500	rxn01315	
K00500	rxn04989
K01831	rxn01624
K00501	rxn01326	
K00501	rxn04990
K01832	rxn01625
K01830	rxn33479
K13812	rxn03643
K13812	rxn07847	
K13811	rxn03372	
K13811	rxn23129
K13811	rxn27688	
K13811	rxn33490	
K13810	rxn33318	
K13810	rxn33486	
K13810	rxn34220	
K13810	rxn38399
K01860	rxn02970	
K01860	rxn03693	
K01860	rxn04649
K01860	rxn07169	
K01860	rxn07907	
K01860	rxn15997	
K01860	rxn16077	
K01860	rxn16079	
K01860	rxn16083	
K01868	rxn30166
K01869	rxn30168
K01866	rxn30167
K01867	rxn30443
K00533	rxn35454
K00534	rxn35454
K00531	rxn06874	
K00531	rxn06926
K00532	rxn35454
K01859	rxn07785	
K01859	rxn27752	
K01859	rxn28345	
K01859	rxn38044
K00529	rxn04597
K00529	rxn04598	
K00529	rxn06071	
K13821	rxn03424	
K13821	rxn05947	
K13821	rxn31682	
K13821	rxn31683
K13821	rxn32901	
K13821	rxn33563	
K13821	rxn33820	
K01850	rxn33299
K13829	rxn32559	
K13829	rxn38710
K00526	rxn30428
K00526	rxn30429	
K00526	rxn30430	
K00526	rxn30431	
K01857	rxn02369
K00527	rxn05232	
K00527	rxn05234
K00527	rxn05235	
K00527	rxn05236	
K00527	rxn06648	
K01858	rxn38174
K00524	rxn30428
K00524	rxn30429	
K00524	rxn30430	
K00524	rxn30431	
K00525	rxn30428
K00525	rxn30429	
K00525	rxn30430	
K00525	rxn30431	
K01856	rxn03612	
K01856	rxn03691
K01856	rxn07904	
K01856	rxn15641	
K01856	rxn16091	
K01853	rxn02291
K00523	rxn02432	
K00523	rxn02433
K01854	rxn00358
K01854	rxn21936	
K01851	rxn19940
K01852	rxn20025
K01808	rxn08113	
K01808	rxn38284
K01809	rxn32684
K01807	rxn38284
K01804	rxn15245
K01805	rxn32387
K01805	rxn38835	
K01803	rxn33035
K01800	rxn35524
K01801	rxn02728
K13800	rxn27766	
K13800	rxn28376	
K13800	rxn32095
K13809	rxn27766	
K13809	rxn28376	
K13809	rxn32095
K01826	rxn03040	
K01826	rxn03092
K01827	rxn02610
K01824	rxn38375	
K01824	rxn38675
K01824	rxn38681	
K01825	rxn02345	
K01825	rxn02949	
K01825	rxn03254	
K01825	rxn03617	
K01825	rxn04274	
K01825	rxn04275	
K01825	rxn07725	
K01825	rxn07741	
K01825	rxn07882	
K01825	rxn07883	
K01825	rxn27455	
K01825	rxn32064	
K01825	rxn34630	
K01825	rxn34728	
K01825	rxn34729	
K01825	rxn34730	
K01825	rxn34731	
K01825	rxn34732	
K01825	rxn34733
K01825	rxn34734	
K01825	rxn34735	
K01825	rxn34737	
K01825	rxn34738	
K01825	rxn34739	
K01825	rxn35541	
K01825	rxn35544	
K01825	rxn35545	
K01825	rxn37809	
K01825	rxn37816	
K01825	rxn37861	
K01822	rxn01337	
K01822	rxn01586	
K01822	rxn01809	
K01822	rxn02038	
K01822	rxn02385
K01822	rxn02905	
K01822	rxn03198	
K01822	rxn03317	
K01822	rxn16802	
K01823	rxn19936
K01820	rxn01394
K01820	rxn04442	
K01820	rxn15338	
K01821	rxn02788	
K01821	rxn03690
K01819	rxn02318
K01817	rxn28082
K01818	rxn02263
K01815	rxn03043
K01816	rxn01015
K01813	rxn15338
K01814	rxn20608
K01812	rxn15213	
K01812	rxn15293
K01810	rxn33486	
K01810	rxn34220	
K01810	rxn38399
