ko	rxn	ModelSeed_ID
K09754	R07826	rxn07617
K18368	R10701	rxn40440
K13065	R02416	rxn01743
K09754	R06582	rxn07118
K13065	R07433	rxn05137
K15746	R07530	rxn07361
K15747	R07530	rxn07361
K09844	R07532	rxn07363
K09845	R07534	rxn15686
K09846	R07535	rxn07366
K09847	R07537	rxn07368
K09847	R07538	rxn07369
K09844	R07536	rxn07367
K09846	R07533	rxn07364
K09844	R07519	rxn07350
K14594	R06948	rxn04757
K14594	R06951	rxn04760
K17841	R10508	rxn22285
K17842	R09782	rxn16624
K17819	R09783	rxn16625
K15745	R07518	rxn15683
K05278	R02160	rxn01559
K05278	R13067	
K26176	R02160	rxn01559
K26176	R13067	
K00487	R02253	rxn01611
K09753	R01615	rxn01181
K00475	R02444	rxn01767
K00083	R07437	rxn02814
K22395	R07437	rxn02814
K00430	R04007	rxn06552
K11188	R04007	rxn06552
K03782	R04007	rxn06552
K18387	R10352	rxn40175
K18386	R10350	rxn40173
K18386	R10351	rxn40174
K18387	R10353	rxn40176
K00877	R04509	rxn03108
K00941	R04509	rxn03108
K14153	R04509	rxn03108
K21219	R04509	rxn03108
K00788	R03223	rxn02305
K21220	R03223	rxn02305
K14153	R03223	rxn02305
K21219	R03223	rxn02305
K14154	R03223	rxn02305
K00946	R00615	rxn00436
K00946	R00617	rxn00438
K06928	R00615	rxn00436
K06928	R00617	rxn00438
K06949	R00615	rxn00436
K06949	R00617	rxn00438
K00939	R00616	rxn00437
K00939	R00618	rxn00439
K00939	R11319	
K05307	R00616	rxn00437
K05307	R00618	rxn00439
K05307	R11319	
K01077	R02134	rxn01538
K01077	R02135	rxn01539
K01078	R02134	rxn01538
K01078	R02135	rxn01539
K23458	R02134	rxn01538
K23458	R02135	rxn01539
K14394	R02134	rxn01538
K14394	R02135	rxn01539
K06949	R02134	rxn01538
K06949	R02135	rxn01539
K22911	R02134	rxn01538
K22911	R02135	rxn01539
K07251	R02134	rxn01538
K07251	R02135	rxn01539
K03707	R02133	rxn01537
K00877	R02133	rxn01537
K00877	R03471	rxn02484
K00941	R03471	rxn02484
K14153	R03471	rxn02484
K21219	R03471	rxn02484
K00878	R04448	rxn03075
K14154	R04448	rxn03075
K00949	R00619	rxn00440
K18278	R10686	rxn40428
K00788	R10712	rxn23042
K21220	R10712	rxn23042
K14153	R10712	rxn23042
K21219	R10712	rxn23042
K14154	R10712	rxn23042
K10810	R09977	rxn16823
K03149	R10247	rxn40102
K03151	R07461	rxn07293
K03148	R07459	rxn07291
K03150	R10246	rxn40101
K18366	R09097	rxn09944
K13922	R09097	rxn09944
K18311	R10693	rxn40434
K18311	R10688	rxn40430
K14592	R10693	rxn40434
K14592	R10688	rxn40430
K18311	R10678	rxn40420
K18311	R10687	rxn40429
K18310	R10678	rxn40420
K18310	R10687	rxn40429
K14592	R10678	rxn40420
K14592	R10687	rxn40429
K18309	R00487	rxn00344
K18309	R00488	rxn00345
K01437	R00487	rxn00344
K01437	R00488	rxn00345
K18310	R10677	rxn40419
K05351	R01896	rxn01385
K00186	R08566	rxn14152
K00187	R08566	rxn14152
K00188	R08566	rxn14152
K00189	R08566	rxn14152
K00186	R08567	rxn14109
K00187	R08567	rxn14109
K00188	R08567	rxn14109
K00189	R08567	rxn14109
K03735	R00749	rxn00539
K03736	R00749	rxn00539
K04019	R00749	rxn00539
K14286	R00748	rxn00538
K07173	R01291	rxn14169
K18106	R07676	rxn07491
K18106	R10565	rxn21751
K19634	R07676	rxn07491
K19634	R10565	rxn21751
K18102	R10532	rxn21749
K18103	R10550	rxn21750
K18107	R10563	rxn09954
K18202	R10270	rxn40116
K18201	R03378	rxn02422
K14466	R05336	rxn03641
K14466	R09279	rxn16139
K14466	R10758	
K14467	R05336	rxn03641
K14467	R09279	rxn16139
K14467	R10758	
K18861	R05336	rxn03641
K18861	R09279	rxn16139
K18861	R10758	
K25774	R05336	rxn03641
K25774	R09279	rxn16139
K25774	R10758	
K18122	R05336	rxn03641
K18122	R09279	rxn16139
K18122	R10758	
K18593	R05336	rxn03641
K18593	R09279	rxn16139
K18593	R10758	
K15038	R09280	rxn16140
K15017	R09280	rxn16140
K18119	R09280	rxn16140
K00043	R01644	rxn01201
K00043	R09281	rxn16141
K08318	R01644	rxn01201
K08318	R09281	rxn16141
K18120	R01644	rxn01201
K18120	R09281	rxn16141
K18121	R01644	rxn01201
K18121	R09281	rxn16141
K14465	R01644	rxn01201
K14465	R09281	rxn16141
K13524	R01648	rxn01204
K13524	R10178	rxn24212
K07250	R01648	rxn01204
K07250	R10178	rxn24212
K14268	R01648	rxn01204
K14268	R10178	rxn24212
K00823	R01648	rxn01204
K00823	R10178	rxn24212
K16871	R01648	rxn01204
K16871	R10178	rxn24212
K17738	R07134	rxn04932
K17738	R07144	rxn04942
K17818	R07134	rxn04932
K17818	R07144	rxn04942
K00007	R05604	rxn03883
K00007	R07143	rxn04941
K17818	R05604	rxn03883
K17818	R07143	rxn04941
K16904	R01668	rxn01222
K08320	R01668	rxn01222
K08351	R10127	rxn08179
K16593	R10123	rxn40022
K02170	R09725	rxn16573
K09789	R09725	rxn16573
K19560	R09725	rxn16573
K19561	R09725	rxn16573
K00208	R10122	rxn40021
K02372	R10121	rxn40020
K00059	R10120	rxn40019
K02821	R07671	rxn07486
K02822	R07671	rxn07486
K03475	R07671	rxn07486
K03476	R07677	rxn07492
K03078	R07125	rxn04928
K00130	R02565	rxn01867
K00130	R02566	rxn01868
K00130	R08211	rxn11743
K14085	R02565	rxn01867
K14085	R02566	rxn01868
K14085	R08211	rxn11743
K17755	R02565	rxn01867
K17755	R02566	rxn01868
K17755	R08211	rxn11743
K00499	R01022	rxn00752
K00499	R01025	rxn05921
K00499	R07409	rxn07270
K00499	R08557	rxn10770
K00499	R08558	rxn12191
K00108	R01022	rxn00752
K00108	R01025	rxn05921
K00108	R07409	rxn07270
K00108	R08557	rxn10770
K00108	R08558	rxn12191
K11440	R01022	rxn00752
K11440	R01025	rxn05921
K11440	R07409	rxn07270
K11440	R08557	rxn10770
K11440	R08558	rxn12191
K17755	R01022	rxn00752
K17755	R01025	rxn05921
K17755	R07409	rxn07270
K17755	R08557	rxn10770
K17755	R08558	rxn12191
K00883	R03387	rxn02429
K18126	R03387	rxn02429
K02786	R04393	rxn15459
K02788	R04393	rxn15459
K01220	R03256	
K01819	R03240	rxn02318
K01635	R01069	rxn00787
K08302	R01069	rxn00787
K16371	R01069	rxn00787
K00011	R01093	rxn11551
K00011	R01095	rxn11552
K02773	R05570	rxn06934
K02774	R05570	rxn06934
K02775	R05570	rxn06934
K00094	R05571	rxn03856
K01631	R01064	rxn00783
K11395	R01064	rxn00783
K01684	R03033	rxn02173
K05308	R03033	rxn02173
K00850	R03236	rxn02314
K00850	R03237	rxn02315
K00850	R03238	rxn02316
K00850	R03239	rxn02317
K16370	R03236	rxn02314
K16370	R03237	rxn02315
K16370	R03238	rxn02316
K16370	R03239	rxn02317
K21071	R03236	rxn02314
K21071	R03237	rxn02315
K21071	R03238	rxn02316
K21071	R03239	rxn02317
K00917	R03236	rxn02314
K00917	R03237	rxn02315
K00917	R03238	rxn02316
K00917	R03239	rxn02317
K00013	R03012	rxn02159
K14152	R03012	rxn02159
K15234	R00354	rxn00259
K15232	R01322	rxn00971
K15233	R01322	rxn00971
K18365	R05298	rxn03610
K02293	R09653	rxn16496
K02293	R09654	rxn16497
K15744	R09655	rxn16498
K09835	R07512	rxn07343
K00771	R05925	rxn39534
K09023	R09983	rxn16829
K05898	R09884	rxn16722
K15982	R09860	rxn16701
K15983	R09860	rxn16701
K16047	R09819	rxn16660
K16048	R09819	rxn16660
K16049	R04597	rxn03152
K16050	R09883	rxn16721
K07436	R09515	rxn16357
K07436	R09516	rxn16358
K15784	R09801	rxn16642
K15783	R09800	rxn16641
K02291	R04218	rxn02945
K17841	R04218	rxn02945
K01225	R02886	rxn06271
K19668	R02886	rxn06271
K06982	R09378	rxn16217
K04719	R09083	rxn15951
K01641	R01978	rxn01454
K00797	R01920	rxn01406
K24034	R01920	rxn01406
K01080	R02239	rxn06138
K01080	R02240	rxn06139
K01080	R09944	rxn16789
K15728	R02239	rxn06138
K15728	R02240	rxn06139
K15728	R09944	rxn16789
K00901	R02239	rxn06138
K00901	R02240	rxn06139
K00901	R09944	rxn16789
K07029	R02239	rxn06138
K07029	R02240	rxn06139
K07029	R09944	rxn16789
K16368	R02239	rxn06138
K16368	R02240	rxn06139
K16368	R09944	rxn16789
K14040	R06354	rxn04227
K00273	R02457	rxn01778
K00273	R02459	rxn06168
K00824	R02457	rxn01778
K00824	R02459	rxn06168
K01921	R01150	rxn00851
K13811	R00508	rxn00360
K13811	R00509	rxn00361
K00955	R00508	rxn00360
K00955	R00509	rxn00361
K00860	R00508	rxn00360
K00860	R00509	rxn00361
K01082	R00508	rxn00360
K01082	R00509	rxn00361
K15422	R00508	rxn00360
K15422	R00509	rxn00361
K15759	R00508	rxn00360
K15759	R00509	rxn00361
K06881	R00508	rxn00360
K06881	R00509	rxn00361
K00390	R02021	rxn05239
K13875	R02522	rxn01828
K13874	R02526	rxn01830
K24443	R02526	rxn01830
K13873	R01757	rxn01289
K13873	R10787	
K19660	R01757	rxn01289
K19660	R10787	
K00704	R00503	rxn00356
K07966	R00503	rxn00356
K07967	R00503	rxn00356
K01190	R01678	rxn15230
K12111	R01678	rxn15230
K12112	R01678	rxn15230
K12309	R01678	rxn15230
K01229	R01678	rxn15230
K01555	R01364	rxn00993
K16171	R01364	rxn00993
K10712	R02467	rxn01785
K15373	R02600	rxn06187
K15373	R13009	
K25985	R02600	rxn06187
K25985	R13009	
K01697	R01290	rxn15167
K10150	R01290	rxn15167
K02232	R05225	rxn03540
K25583	R08432	rxn12079
K05549	R08109	rxn07897
K05550	R08109	rxn07897
K05784	R08109	rxn07897
K15680	R02834	rxn02034
K15680	R02836	rxn02035
K00071	R02834	rxn02034
K00071	R02836	rxn02035
K01695	R02340	rxn01682
K13222	R02340	rxn01682
K01695	R00673	rxn00473
K01695	R00674	rxn00474
K01696	R00673	rxn00473
K01696	R00674	rxn00474
K06001	R00673	rxn00473
K06001	R00674	rxn00474
K01667	R00673	rxn00473
K01667	R00674	rxn00474
K00506	R08965	rxn14143
K10437	R05487	rxn03783
K11695	R08778	rxn14198
K11694	R08777	rxn14147
K00140	R00935	rxn15094
K00020	R05066	rxn15510
K23146	R05066	rxn15510
K05605	R05064	rxn03433
K01692	R04224	rxn02949
K01825	R04224	rxn02949
K01782	R04224	rxn02949
K07515	R04224	rxn02949
K07514	R04224	rxn02949
K07511	R04224	rxn02949
K00248	R02661	rxn14277
K09478	R02661	rxn14277
K11410	R02661	rxn14277
K11538	R02661	rxn14277
K00249	R02661	rxn14277
K09699	R02662	rxn01925
K00005	R01034	rxn00762
K00005	R01039	rxn00764
K22251	R01034	rxn00762
K22251	R01039	rxn00764
K18097	R01034	rxn00762
K18097	R01039	rxn00764
K00863	R01012	rxn00745
K05878	R01011	rxn00744
K05878	R01012	rxn00745
K05879	R01011	rxn00744
K05879	R01012	rxn00745
K05881	R01011	rxn00744
K05881	R01012	rxn00745
K00070	R03327	rxn02385
K01822	R03327	rxn02385
K12047	R00028	rxn15010
K12047	R01555	
K12047	R05196	rxn15532
K01187	R00028	rxn15010
K01187	R01555	
K01187	R05196	rxn15532
K12316	R00028	rxn15010
K12316	R01555	
K12316	R05196	rxn15532
K12317	R00028	rxn15010
K12317	R01555	
K12317	R05196	rxn15532
K00705	R00028	rxn15010
K00705	R01555	
K00705	R05196	rxn15532
K22451	R00028	rxn15010
K22451	R01555	
K22451	R05196	rxn15532
K00691	R00028	rxn15010
K00691	R01555	
K00691	R05196	rxn15532
K14186	R08540	rxn12181
K14185	R08542	rxn12183
K14184	R08541	rxn12182
K14183	R02311	rxn01661
K22065	R02311	rxn01661
K14180	R02307	rxn01658
K10187	R07647	rxn07462
K14177	R08370	rxn14233
K14175	R08374	rxn11885
K12047	R01791	
K01178	R01791	
K21574	R01791	
K01203	R01791	
K01182	R01791	
K12047	R01790	rxn15251
K01178	R01790	rxn15251
K21574	R01790	rxn15251
K00963	R00287	rxn00212
K00963	R00289	rxn00213
K00963	R00955	rxn00701
K00965	R00287	rxn00212
K00965	R00289	rxn00213
K12447	R00287	rxn00212
K12447	R00289	rxn00213
K12447	R00955	rxn00701
K01513	R00287	rxn00212
K01513	R00289	rxn00213
K01513	R00955	rxn00701
K22920	R00287	rxn00212
K22920	R00289	rxn00213
K22920	R00955	rxn00701
K12448	R01473	rxn01075
K02473	R00418	rxn00295
K00790	R00660	rxn00461
K00677	R04567	rxn06729
K04042	R05332	rxn03638
K12252	R08197	rxn11731
K12252	R11604	
K21639	R08197	rxn11731
K21639	R11604	
K12253	R03178	rxn02274
K12254	R03177	rxn02273
K08687	R01563	rxn01140
K01473	R03187	rxn02281
K01474	R03187	rxn02281
K08688	R01566	rxn01142
K01485	R02922	rxn02090
K03365	R02922	rxn02090
K01777	R01255	rxn00933
K12447	R03077	rxn06306
K12446	R01754	rxn01287
K25316	R00672	rxn00472
K25317	R00672	rxn00472
K21898	R00672	rxn00472
K00824	R01148	rxn00849
K00824	R01344	rxn05982
K01681	R01324	rxn00973
K01682	R01324	rxn00973
K01805	R01432	rxn01044
K00854	R01639	rxn01199
K00129	R04888	rxn03340
K00129	R04889	rxn03341
K00545	R03304	rxn02367
K03381	R08115	rxn07903
K05783	R08112	rxn07900
K05783	R08113	rxn07901
K05549	R08110	rxn07898
K05550	R08110	rxn07898
K05784	R08110	rxn07898
K02233	R05223	rxn03538
K14421	R05372	rxn06907
K03334	R00677	rxn00477
K03334	R00684	rxn00483
K03334	R10180	rxn20881
K03334	R12055	
K14265	R00677	rxn00477
K14265	R00684	rxn00483
K14265	R10180	rxn20881
K14265	R12055	
K00838	R00677	rxn00477
K00838	R00684	rxn00483
K00838	R10180	rxn20881
K00838	R12055	
K16903	R00677	rxn00477
K16903	R00684	rxn00483
K16903	R10180	rxn20881
K16903	R12055	
K00837	R00677	rxn00477
K00837	R00684	rxn00483
K00837	R10180	rxn20881
K00837	R12055	
K00453	R00678	rxn00478
K00463	R00678	rxn00478
K00502	R01814	rxn01325
K01477	R02422	rxn01746
K00542	R01883	rxn01373
K00489	R01463	rxn01067
K01513	R00662	rxn00463
K04765	R00662	rxn00463
K25435	R00662	rxn00463
K06287	R00662	rxn00463
K07043	R00662	rxn00463
K00288	R01655	rxn01211
K01491	R01655	rxn01211
K01500	R01655	rxn01211
K13403	R01655	rxn01211
K00288	R01220	rxn00907
K01491	R01220	rxn00907
K00300	R01220	rxn00907
K00288	R00943	rxn00690
K13402	R00943	rxn00690
K03077	R05850	rxn04082
K00801	R06223	rxn04147
K18312	R10697	rxn23164
K01917	R01917	rxn01403
K01917	R01918	rxn01404
K01460	R01917	rxn01403
K01460	R01918	rxn01404
K01833	R01917	rxn01403
K01833	R01918	rxn01404
K01833	R03822	rxn02706
K01833	R08350	rxn12040
K01608	R00013	rxn00010
K00042	R01745	rxn01280
K00042	R01747	rxn01281
K00972	R00416	rxn00293
K11528	R00416	rxn00293
K04042	R00416	rxn00293
K01655	R00271	rxn00202
K10977	R00271	rxn00202
K02594	R00271	rxn00202
K15751	R05414	rxn03714
K15752	R05414	rxn03714
K15753	R05414	rxn03714
K04098	R03891	rxn02745
K00853	R01526	rxn01114
K24707	R01526	rxn01114
K00875	R01526	rxn01114
K22935	R01526	rxn01114
K03472	R01825	rxn01331
K13385	R05732	rxn03997
K05353	R01153	rxn00854
K01012	R01078	rxn14045
K00652	R03210	rxn02297
K11204	R00894	rxn00646
K11205	R00894	rxn00646
K01919	R00894	rxn00646
K06048	R00894	rxn00646
K13035	R01267	rxn00937
K01563	R05284	rxn03596
K18092	R05366	rxn03667
K00446	R05404	rxn03704
K07104	R05404	rxn03704
K10216	R05362	rxn03663
K00804	R02061	rxn01486
K13789	R02061	rxn01486
K13787	R02061	rxn01486
K01904	R02255	rxn01613
K01625	R05605	rxn03884
K17463	R05605	rxn03884
K11395	R05605	rxn03884
K01623	R01070	rxn15116
K01624	R01070	rxn15116
K01622	R01070	rxn15116
K11645	R01070	rxn15116
K16305	R01070	rxn15116
K16306	R01070	rxn15116
K00927	R01512	rxn01100
K00033	R01528	rxn01115
K00033	R10221	rxn11040
K01057	R02035	rxn01476
K07404	R02035	rxn01476
K00853	R02439	rxn01763
K24707	R02439	rxn01763
K01804	R01761	rxn01292
K00011	R01758	rxn01290
K00011	R01759	rxn01291
K25881	R01758	rxn01290
K25881	R01759	rxn01291
K25880	R01903	rxn01391
K03331	R01904	rxn01392
K25879	R01904	rxn01392
K00039	R01892	rxn01382
K00039	R01895	rxn01383
K00012	R00286	rxn00211
K00002	R01481	rxn01079
K13247	R02640	rxn01913
K01195	R01478	rxn06005
K14756	R01478	rxn06005
K01812	R01482	rxn01080
K00040	R02454	rxn01775
K01686	R05606	rxn03885
K08323	R05606	rxn03885
K01685	R01540	rxn01122
K16849	R01540	rxn01122
K16850	R01540	rxn01122
K00849	R01092	rxn00808
K12447	R00502	rxn00355
K00703	R02421	rxn06165
K13679	R02421	rxn06165
K20812	R02421	rxn06165
K08679	R01385	rxn01008
K08678	R01384	rxn01007
K12449	R01384	rxn01007
K00770	R03928	rxn06535
K01198	R01433	rxn06000
K15920	R01433	rxn06000
K22268	R01433	rxn06000
K00011	R01431	rxn01043
K00011	R07152	rxn04950
K00011	R09477	rxn16319
K17743	R01431	rxn01043
K17743	R07152	rxn04950
K17743	R09477	rxn16319
K00594	R01431	rxn01043
K00594	R07152	rxn04950
K00594	R09477	rxn16319
K00820	R00768	rxn00555
K02564	R00768	rxn00555
K00075	R03191	rxn02284
K00075	R03192	rxn02285
K12409	R00414	rxn00292
K08068	R00414	rxn00292
K24257	R00414	rxn00292
K00885	R02705	rxn01951
K13967	R02705	rxn01951
